NamedEntity-Location: Deutschland |frequenzy: 166
NamedEntity-Location: Neuseeland |frequenzy: 1
NamedEntity-Location: Arbeitswoche |frequenzy: 1
NamedEntity-Location: Dieselben |frequenzy: 1
NamedEntity-Location: Rennerod |frequenzy: 1
NamedEntity-Location: Niger |frequenzy: 1
NamedEntity-Location: Antrages |frequenzy: 1
NamedEntity-Location: Sondierungsgespräche |frequenzy: 1
NamedEntity-Location: Krankenhausstrukturgesetzes |frequenzy: 1
NamedEntity-Location: Hinterzimmern |frequenzy: 1
NamedEntity-Location: Straftätern |frequenzy: 1
NamedEntity-Location: Schwarz-Rot |frequenzy: 1
NamedEntity-Location: Sicherheitssektor |frequenzy: 1
NamedEntity-Location: Dokumentationslast |frequenzy: 1
NamedEntity-Location: Herr Thorsten Frei |frequenzy: 1
NamedEntity-Location: Westafrika |frequenzy: 1
NamedEntity-Location: Rahmenbedingungen |frequenzy: 1
NamedEntity-Location: Staat Südsudan |frequenzy: 1
NamedEntity-Location: Verlagswesens |frequenzy: 1
NamedEntity-Location: Ukraine |frequenzy: 1
NamedEntity-Location: Einbruchdiebstähle |frequenzy: 1
NamedEntity-Location: Zeitraums |frequenzy: 1
NamedEntity-Location: Tausenden |frequenzy: 1
NamedEntity-Location: Förderprogrammen |frequenzy: 1
NamedEntity-Location: Uniklinik |frequenzy: 1
NamedEntity-Location: Brain |frequenzy: 1
NamedEntity-Location: Schulwechsel |frequenzy: 1
NamedEntity-Location: Wissen |frequenzy: 1
NamedEntity-Location: Krischer |frequenzy: 1
NamedEntity-Location: Vorhin |frequenzy: 1
NamedEntity-Location: US-Amerikanern |frequenzy: 1
NamedEntity-Location: Verfassungsgerichts |frequenzy: 1
NamedEntity-Location: Schutzsuchende |frequenzy: 1
NamedEntity-Location: Kurdistans |frequenzy: 1
NamedEntity-Location: Kanadas |frequenzy: 1
NamedEntity-Location: Beihilfeverfahrens |frequenzy: 1
NamedEntity-Location: Hohen See |frequenzy: 1
NamedEntity-Location: Wirtschaftsministeriums |frequenzy: 1
NamedEntity-Location: Bestes |frequenzy: 1
NamedEntity-Location: irakische Staat |frequenzy: 1
NamedEntity-Location: Grenze |frequenzy: 1
NamedEntity-Location: Bundestagsdebatte |frequenzy: 1
NamedEntity-Location: Perspektiven |frequenzy: 1
NamedEntity-Location: Kunduz |frequenzy: 1
NamedEntity-Location: Kohletagebauen |frequenzy: 1
NamedEntity-Location: Fünftens |frequenzy: 1
NamedEntity-Location: al-Qaida |frequenzy: 1
NamedEntity-Location: Golf in Libyen |frequenzy: 1
NamedEntity-Location: Spitzenpolitiker Höcke |frequenzy: 1
NamedEntity-Location: Löhnen |frequenzy: 1
NamedEntity-Location: Siemens-Bashing |frequenzy: 1
NamedEntity-Location: Teheran |frequenzy: 1
NamedEntity-Location: Internet-Community |frequenzy: 1
NamedEntity-Location: Beratern |frequenzy: 1
NamedEntity-Location: Regime-Change |frequenzy: 1
NamedEntity-Location: Oberammergau |frequenzy: 1
NamedEntity-Location: Flüchtlingen |frequenzy: 1
NamedEntity-Location: Aktuellen Stunden |frequenzy: 1
NamedEntity-Location: Lucassen |frequenzy: 1
NamedEntity-Location: Investitionsentscheidungen |frequenzy: 1
NamedEntity-Location: Bündnispartner |frequenzy: 1
NamedEntity-Location: Vertrauen |frequenzy: 1
NamedEntity-Location: Land Saudi-Arabien |frequenzy: 1
NamedEntity-Location: du hierhin |frequenzy: 1
NamedEntity-Location: Bundesministeriums der Finanzen |frequenzy: 1
NamedEntity-Location: Peschmerga |frequenzy: 1
NamedEntity-Location: Militäreinsatz |frequenzy: 1
NamedEntity-Location: Bundesminister des Auswärtigen |frequenzy: 1
NamedEntity-Location: Playing Field |frequenzy: 1
NamedEntity-Location: Mittelmeeres |frequenzy: 1
NamedEntity-Location: Afrin |frequenzy: 1
NamedEntity-Location: Auswärtigen Ausschuss |frequenzy: 1
NamedEntity-Location: Daesh |frequenzy: 1
NamedEntity-Location: Absurdistan |frequenzy: 1
NamedEntity-Location: Westphal |frequenzy: 1
NamedEntity-Location: Frankfurt |frequenzy: 1
NamedEntity-Location: Fahrt |frequenzy: 1
NamedEntity-Location: Auswärtigen Dienstes |frequenzy: 1
NamedEntity-Location: Dakar |frequenzy: 1
NamedEntity-Location: Breitbandherbizide |frequenzy: 1
NamedEntity-Location: Ottweiler |frequenzy: 1
NamedEntity-Location: Gesellschaftsutopien |frequenzy: 1
NamedEntity-Location: Herrschenden |frequenzy: 1
NamedEntity-Location: Militarisierte Flüchtlingsabwehr |frequenzy: 1
NamedEntity-Location: Standing-Ovations-Aktionen |frequenzy: 1
NamedEntity-Location: Lichtblicke |frequenzy: 1
NamedEntity-Location: Polizeibehörden |frequenzy: 1
NamedEntity-Location: Amtsberg |frequenzy: 1
NamedEntity-Location: Großoffensiven |frequenzy: 1
NamedEntity-Location: Iren |frequenzy: 1
NamedEntity-Location: Strukturfragen |frequenzy: 1
NamedEntity-Location: Einsatzziele |frequenzy: 1
NamedEntity-Location: Bundeswehreinsätzen |frequenzy: 1
NamedEntity-Location: Friedensprozess Nordirland |frequenzy: 1
NamedEntity-Location: Hightechbranche |frequenzy: 1
NamedEntity-Location: Monatelang |frequenzy: 1
NamedEntity-Location: Halifax |frequenzy: 1
NamedEntity-Location: Gewaltexzessen |frequenzy: 1
NamedEntity-Location: Niederlanden |frequenzy: 1
NamedEntity-Location: Vorwürfen |frequenzy: 1
NamedEntity-Location: AfD |frequenzy: 1
NamedEntity-Location: Sicherheitnach |frequenzy: 1
NamedEntity-Location: Parlamentsarmee |frequenzy: 1
NamedEntity-Location: müssen – Ja |frequenzy: 1
NamedEntity-Location: Washington  |frequenzy: 1
NamedEntity-Location: erstens |frequenzy: 1
NamedEntity-Location: Na |frequenzy: 1
NamedEntity-Location: Panikmache |frequenzy: 1
NamedEntity-Location: Target-Saldos |frequenzy: 1
NamedEntity-Location: Dienstleistungsbetrieb |frequenzy: 1
NamedEntity-Location: Träumereien |frequenzy: 1
NamedEntity-Location: Aufnahmestaaten |frequenzy: 1
NamedEntity-Location: Machtspiele |frequenzy: 1
NamedEntity-Location: Déjà-vu-Erlebnis |frequenzy: 1
NamedEntity-Location: Luftangriffen |frequenzy: 1
NamedEntity-Location: Fortschrittsbericht für Afghanistan |frequenzy: 1
NamedEntity-Location: Peacebuilding |frequenzy: 1
NamedEntity-Location: Produktionsstandards |frequenzy: 1
NamedEntity-Location: Pflegevorsorgefonds |frequenzy: 1
NamedEntity-Location: Neu |frequenzy: 1
NamedEntity-Location: Euro-Schuldenkrise |frequenzy: 1
NamedEntity-Location: Dinka |frequenzy: 1
NamedEntity-Location: Ermittlungsbehörden |frequenzy: 1
NamedEntity-Location: Legitimationsverlustes |frequenzy: 1
NamedEntity-Location: Bundesrechnungshof |frequenzy: 1
NamedEntity-Location: anderswo |frequenzy: 1
NamedEntity-Location: Astana |frequenzy: 1
NamedEntity-Location: Landkreis |frequenzy: 1
NamedEntity-Location: Steuerschlupflöchern |frequenzy: 1
NamedEntity-Location: Instrumentarien |frequenzy: 1
NamedEntity-Location: Militärseelsorge |frequenzy: 1
NamedEntity-Location: Gordische Knoten |frequenzy: 1
NamedEntity-Location: Bundesverfassungsgerichtes |frequenzy: 1
NamedEntity-Location: Sachen Strukturwandel |frequenzy: 1
NamedEntity-Location: Bundesratsbank |frequenzy: 1
NamedEntity-Location: Power |frequenzy: 1
NamedEntity-Location: Parlamentes |frequenzy: 1
NamedEntity-Location: Libyer |frequenzy: 1
NamedEntity-Location: Arbeitgebervertretungen |frequenzy: 1
NamedEntity-Location: Köln |frequenzy: 1
NamedEntity-Location: Netze |frequenzy: 1
NamedEntity-Location: Prizren |frequenzy: 1
NamedEntity-Location: Drain |frequenzy: 1
NamedEntity-Location: Gelöbnisformel |frequenzy: 1
NamedEntity-Location: Hamburg |frequenzy: 1
NamedEntity-Location: Gründungskapital |frequenzy: 1
NamedEntity-Location: Ballungszentren |frequenzy: 1
NamedEntity-Location: GRÜNENKatja Keul |frequenzy: 1
NamedEntity-Location: Magdeburg |frequenzy: 1
NamedEntity-Location: müssen – |frequenzy: 1
NamedEntity-Location: Palästina |frequenzy: 1
NamedEntity-Location: Lernfeld |frequenzy: 1
NamedEntity-Location: Korruptionsfälle |frequenzy: 1
NamedEntity-Location: Oberlausitz |frequenzy: 1
NamedEntity-Location: Propagandamitteln |frequenzy: 1
NamedEntity-Location: Masar |frequenzy: 1
NamedEntity-Location: Bad Bank |frequenzy: 1
NamedEntity-Location: Rundfunkstaatsvertrages |frequenzy: 1
NamedEntity-Location: Kollege Brandner |frequenzy: 1
NamedEntity-Location: Küstenwache |frequenzy: 1
NamedEntity-Location: LuxLeaks |frequenzy: 1
NamedEntity-Location: Wortmeldungen |frequenzy: 1
NamedEntity-Location: Kakai |frequenzy: 1
NamedEntity-Location: Mangelberufen |frequenzy: 1
NamedEntity-Location: Kreis Ihrer Lieben! |frequenzy: 1
NamedEntity-Location: JürgenHardtCDU |frequenzy: 1
NamedEntity-Location: Außenministerium |frequenzy: 1
NamedEntity-Location: Region Sachsen |frequenzy: 1
NamedEntity-Location: Herr Hardt |frequenzy: 1
NamedEntity-Location: libyschen Küste |frequenzy: 1
NamedEntity-Location: Barrieren |frequenzy: 1
NamedEntity-Location: Rojava |frequenzy: 1
NamedEntity-Location: Milliardengewinne |frequenzy: 1
NamedEntity-Location: US-Außenminister |frequenzy: 1
NamedEntity-Location: HaraldWeinbergDIE LINKEHarald Weinberg |frequenzy: 1
NamedEntity-Location: Rechtes |frequenzy: 1
NamedEntity-Location: Rests der Welt |frequenzy: 1
NamedEntity-Location: StephanMayerCDU |frequenzy: 1
NamedEntity-Location: Weihnachtswünsche |frequenzy: 1
NamedEntity-Location: Nichtstun |frequenzy: 1
NamedEntity-Location: Euro-Bonds |frequenzy: 1
NamedEntity-Location: Beschlüssen |frequenzy: 1
NamedEntity-Location: Streitkräfte im Südsudan |frequenzy: 1
NamedEntity-Location: Bundeskriminalamt |frequenzy: 1
NamedEntity-Location: Nordost-Nigeria |frequenzy: 1
NamedEntity-Location: Abstimmungsverhaltens |frequenzy: 1
NamedEntity-Location: Kontakt |frequenzy: 1
NamedEntity-Location: Wissens |frequenzy: 1
NamedEntity-Location: deutsch-tschechischen Grenze |frequenzy: 1
NamedEntity-Location: Bangladesch |frequenzy: 1
NamedEntity-Location: Fremdkapital |frequenzy: 1
NamedEntity-Location: Innovationen |frequenzy: 1
NamedEntity-Location: rot-rot-grün |frequenzy: 1
NamedEntity-Location: Leichtere |frequenzy: 1
NamedEntity-Location: Einsätzen |frequenzy: 1
NamedEntity-Location: Sulaimaniyya |frequenzy: 1
NamedEntity-Location: Sachsen-Anhalt |frequenzy: 1
NamedEntity-Location: Niederbayern |frequenzy: 1
NamedEntity-Location: Menschenschlepper |frequenzy: 1
NamedEntity-Location: Schleusernetzwerke |frequenzy: 1
NamedEntity-Location: Wortbeiträgen |frequenzy: 1
NamedEntity-Location: Leistungslast |frequenzy: 1
NamedEntity-Location: Krisen |frequenzy: 1
NamedEntity-Location: Land Irland |frequenzy: 1
NamedEntity-Location: Warschauer |frequenzy: 1
NamedEntity-Location: Erdogan |frequenzy: 1
NamedEntity-Location: Know-how-Abfluss |frequenzy: 1
NamedEntity-Location: Kleinwächter |frequenzy: 1
NamedEntity-Location: Al-Baschir |frequenzy: 1
NamedEntity-Location: Failed State |frequenzy: 1
NamedEntity-Location: München |frequenzy: 1
NamedEntity-Location: Elmau |frequenzy: 1
NamedEntity-Location: Herbiziden |frequenzy: 1
NamedEntity-Location: Weihnachtsgrüße |frequenzy: 1
NamedEntity-Location: Restbetrages |frequenzy: 1
NamedEntity-Location: Schinnenburg |frequenzy: 1
NamedEntity-Location: KfW-Strukturen |frequenzy: 1
NamedEntity-Location: Mitteln |frequenzy: 1
NamedEntity-Location: Neonikotinoide |frequenzy: 1
NamedEntity-Location: Altenpflegeeinrichtungen |frequenzy: 1
NamedEntity-Location: Marktplätzen |frequenzy: 1
NamedEntity-Location: Nordsyrien |frequenzy: 1
NamedEntity-Location: Indien |frequenzy: 1
NamedEntity-Location: Spandau |frequenzy: 1
NamedEntity-Location: Blue-Card-Regelungen |frequenzy: 1
NamedEntity-Location: Vereinigte Königreich |frequenzy: 1
NamedEntity-Location: Barzani |frequenzy: 1
NamedEntity-Location: Inneren |frequenzy: 1
NamedEntity-Location: US-Drohnenmorde |frequenzy: 1
NamedEntity-Location: Industriedampfturbinen |frequenzy: 1
NamedEntity-Location: Budapest |frequenzy: 1
NamedEntity-Location: Optimieren |frequenzy: 1
NamedEntity-Location: Mülheim an der Ruhr |frequenzy: 1
NamedEntity-Location: Ringens |frequenzy: 1
NamedEntity-Location: Terrorregime von Daesh |frequenzy: 1
NamedEntity-Location: Kohlestroms |frequenzy: 1
NamedEntity-Location: Menschenschmuggels |frequenzy: 1
NamedEntity-Location: Françafrique |frequenzy: 1
NamedEntity-Location: Mladic |frequenzy: 1
NamedEntity-Location: Washingtoner |frequenzy: 1
NamedEntity-Location: Eigenkapital |frequenzy: 1
NamedEntity-Location: Arabien-Politik |frequenzy: 1
NamedEntity-Location: ECHA |frequenzy: 1
NamedEntity-Location: Visawarndatei |frequenzy: 1
NamedEntity-Location: Wasserknappheit |frequenzy: 1
NamedEntity-Location: Geldern |frequenzy: 1
NamedEntity-Location: Rettung von Flüchtlingen |frequenzy: 1
NamedEntity-Location: Land Berlin |frequenzy: 1
NamedEntity-Location: Oberverwaltungsgericht NRW |frequenzy: 1
NamedEntity-Location: al-Baschir |frequenzy: 1
NamedEntity-Location: Außenpolitik |frequenzy: 1
NamedEntity-Location: Tagen |frequenzy: 1
NamedEntity-Location: KfW Nicht |frequenzy: 1
NamedEntity-Location: Ungeschulten |frequenzy: 1
NamedEntity-Location: Quatsch |frequenzy: 1
NamedEntity-Location: Max-Planck-Institut |frequenzy: 1
NamedEntity-Location: Heimatregion |frequenzy: 1
NamedEntity-Location: Tampa |frequenzy: 1
NamedEntity-Location: Drohnenangriffen |frequenzy: 1
NamedEntity-Location: Ministers |frequenzy: 1
NamedEntity-Location: Na ja |frequenzy: 1
NamedEntity-Location: Schleppern |frequenzy: 1
NamedEntity-Location: Nuklearabkommen |frequenzy: 1
NamedEntity-Location: Oh |frequenzy: 1
NamedEntity-Location: Massen­immigration |frequenzy: 1
NamedEntity-Location: Menschenhandel |frequenzy: 1
NamedEntity-Location: Limassol |frequenzy: 1
NamedEntity-Location: Gaulands |frequenzy: 1
NamedEntity-Location: Partikularinteressen |frequenzy: 1
NamedEntity-Location: Industriestudien |frequenzy: 1
NamedEntity-Location: Mensch |frequenzy: 1
NamedEntity-Location: Jahr |frequenzy: 1
NamedEntity-Location: Meilensteinen |frequenzy: 1
NamedEntity-Location: Bekaa-Ebene |frequenzy: 1
NamedEntity-Location: Verteidigungspolitisch |frequenzy: 1
NamedEntity-Location: Zahlé |frequenzy: 1
NamedEntity-Location: Berlin-­Moabit |frequenzy: 1
NamedEntity-Location: Ausfallrisiko |frequenzy: 1
NamedEntity-Location: Existenzgründer |frequenzy: 1
NamedEntity-Location: Venture-Capital-Investments |frequenzy: 1
NamedEntity-Location: Speiche |frequenzy: 1
NamedEntity-Location: Berliner Gedächtniskirche |frequenzy: 1
NamedEntity-Location: Start-up-Branchen |frequenzy: 1
NamedEntity-Location: Staatsanwaltschaften |frequenzy: 1
NamedEntity-Location: Klimaziele |frequenzy: 1
NamedEntity-Location: Gädechens |frequenzy: 1
NamedEntity-Location: Rebellengruppen |frequenzy: 1
NamedEntity-Location: zigtausendfach |frequenzy: 1
NamedEntity-Location: Schützer |frequenzy: 1
NamedEntity-Location: Privathaushalten |frequenzy: 1
NamedEntity-Location: Darfurs |frequenzy: 1
NamedEntity-Location: Territorialgewässer |frequenzy: 1
NamedEntity-Location: Sicherlich |frequenzy: 1
NamedEntity-Location: Strafbarkeit |frequenzy: 1
NamedEntity-Location: Verteidigungsfonds |frequenzy: 1
NamedEntity-Location: Sykes-Picot |frequenzy: 1
NamedEntity-Location: ERP-Venture-Capital-Fondsinvestments |frequenzy: 1
NamedEntity-Location: Irans |frequenzy: 1
NamedEntity-Location: Bundesumweltministerin |frequenzy: 1
NamedEntity-Location: Hochschule Zittau/Görlitz |frequenzy: 1
NamedEntity-Location: Schlüsseltransitland |frequenzy: 1
NamedEntity-Location: modo |frequenzy: 1
NamedEntity-Location: Benchmark |frequenzy: 1
NamedEntity-Location: legal |frequenzy: 1
NamedEntity-Location: Welch |frequenzy: 1
NamedEntity-Location: Klimakonferenz |frequenzy: 1
NamedEntity-Location: Hochkonjunktur |frequenzy: 1
NamedEntity-Location: Kauder |frequenzy: 1
NamedEntity-Location: Tübingen |frequenzy: 1
NamedEntity-Location: Rüstungsgüter |frequenzy: 1
NamedEntity-Location: Sudans |frequenzy: 1
NamedEntity-Location: Organisationsgeschick |frequenzy: 1
NamedEntity-Location: Gefechten |frequenzy: 1
NamedEntity-Location: Akkord |frequenzy: 1
NamedEntity-Location: Bundeswehrmandate |frequenzy: 1
NamedEntity-Location: IS-Terrors |frequenzy: 1
NamedEntity-Location: Finanzierungslücke |frequenzy: 1
NamedEntity-Location: Maghreb-Staaten |frequenzy: 1
NamedEntity-Location: Euro-Länder |frequenzy: 1
NamedEntity-Location: Limit |frequenzy: 1
NamedEntity-Location: Finnland |frequenzy: 1
NamedEntity-Location: Obdach |frequenzy: 1
NamedEntity-Location: Opt-outs |frequenzy: 1
NamedEntity-Location: Start-up-Unternehmen |frequenzy: 1
NamedEntity-Location: Hohe See des Mittelmeeres |frequenzy: 1
NamedEntity-Location: Bereichen |frequenzy: 1
NamedEntity-Location: vorneweg |frequenzy: 1
NamedEntity-Location: Rehberg |frequenzy: 1
NamedEntity-Location: Friedens- und des Versöhnungsprozesses |frequenzy: 1
NamedEntity-Location: Bremse |frequenzy: 1
NamedEntity-Location: Gefährdungsanzeigen |frequenzy: 1
NamedEntity-Location: unverantwortlich |frequenzy: 1
NamedEntity-Location: Nettogewinnerland |frequenzy: 1
NamedEntity-Location: Düsseldorf |frequenzy: 1
NamedEntity-Location: UN-Einsatz |frequenzy: 1
NamedEntity-Location: Riad |frequenzy: 1
NamedEntity-Location: Staat Israel |frequenzy: 1
NamedEntity-Location: Arabischen Halbinsel |frequenzy: 1
NamedEntity-Location: Maßstäben |frequenzy: 1
NamedEntity-Location: Kita |frequenzy: 1
NamedEntity-Location: besprechen |frequenzy: 1
NamedEntity-Location: Herr Kollege Braun |frequenzy: 1
NamedEntity-Location: Fachfrau |frequenzy: 1
NamedEntity-Location: Suchet |frequenzy: 1
NamedEntity-Location: Wort |frequenzy: 1
NamedEntity-Location: Anhörungen |frequenzy: 1
NamedEntity-Location: Arbeitsplatzwechsel |frequenzy: 1
NamedEntity-Location: Schritte |frequenzy: 1
NamedEntity-Location: irakische Grenze |frequenzy: 1
NamedEntity-Location: Diskussionsgegenstand |frequenzy: 1
NamedEntity-Location: Armeniern |frequenzy: 1
NamedEntity-Location: Friesland – Wilhelms­haven – Wittmund |frequenzy: 1
NamedEntity-Location: Gewalt im Südsudan |frequenzy: 1
NamedEntity-Location: Südsudan Völkermord |frequenzy: 1
NamedEntity-Location: Beratens |frequenzy: 1
NamedEntity-Location: OliverKrischerBÜNDNIS |frequenzy: 1
NamedEntity-Location: Herr Kauder |frequenzy: 1
NamedEntity-Location: Chinas |frequenzy: 1
NamedEntity-Location: Warschau |frequenzy: 1
NamedEntity-Location: Despot vom Bosporus uns Mitgliedern |frequenzy: 1
NamedEntity-Location: Spanier |frequenzy: 1
NamedEntity-Location: Wachstumsfonds |frequenzy: 1
NamedEntity-Location: Moabit |frequenzy: 1
NamedEntity-Location: Kohlekraftwerken |frequenzy: 1
NamedEntity-Location: Effizienzgründen |frequenzy: 1
NamedEntity-Location: Plenums |frequenzy: 1
NamedEntity-Location: Honorare |frequenzy: 1
NamedEntity-Location: Philippinen |frequenzy: 1
NamedEntity-Location: Lucke |frequenzy: 1
NamedEntity-Location: Ölquellen |frequenzy: 1
NamedEntity-Location: Waffenschmuggels |frequenzy: 1
NamedEntity-Location: Florida |frequenzy: 1
NamedEntity-Location: Begleitkampagne |frequenzy: 1
NamedEntity-Location: Weltklima |frequenzy: 1
NamedEntity-Location: Lagers |frequenzy: 1
NamedEntity-Location: Heimatbundesland |frequenzy: 1
NamedEntity-Location: Sachen Energiewende |frequenzy: 1
NamedEntity-Location: Verdun |frequenzy: 1
NamedEntity-Location: Kanzleien |frequenzy: 1
NamedEntity-Location: Strukturen |frequenzy: 1
NamedEntity-Location: Biodiversitätsklausel |frequenzy: 1
NamedEntity-Location: Deir al-Sor |frequenzy: 1
NamedEntity-Location: Lösungen |frequenzy: 1
NamedEntity-Location: Autokratie |frequenzy: 1
NamedEntity-Location: Pristina |frequenzy: 1
NamedEntity-Location: Bekanntwerden |frequenzy: 1
NamedEntity-Location: europäischen Ländern |frequenzy: 1
NamedEntity-Location: Slowenien |frequenzy: 1
NamedEntity-Location: Räten |frequenzy: 1
NamedEntity-Location: Misstrauen |frequenzy: 1
NamedEntity-Location: Berlin-Mitte |frequenzy: 1
NamedEntity-Location: BirkeBull-BischoffDIE |frequenzy: 1
NamedEntity-Location: Gesamtpaket |frequenzy: 1
NamedEntity-Location: Marge |frequenzy: 1
NamedEntity-Location: Mobilisation |frequenzy: 1
NamedEntity-Location: europäischen Land |frequenzy: 1
NamedEntity-Location: Republikanischen Garden |frequenzy: 1
NamedEntity-Location: Wählerinnen |frequenzy: 1
NamedEntity-Location: drittens |frequenzy: 1
NamedEntity-Location: fatal |frequenzy: 1
NamedEntity-Location: Power and Gas |frequenzy: 1
NamedEntity-Location: Friedens |frequenzy: 1
NamedEntity-Location: Gesundheitsleistungen |frequenzy: 1
NamedEntity-Location: Weltklimarates |frequenzy: 1
NamedEntity-Location: Weichenstellungen |frequenzy: 1
NamedEntity-Location: Medien |frequenzy: 1
NamedEntity-Location: potenzielle |frequenzy: 1
NamedEntity-Location: Lösch­pflichten |frequenzy: 1
NamedEntity-Location: Arm |frequenzy: 1
NamedEntity-Location: Steinmeier |frequenzy: 1
NamedEntity-Location: Agenda |frequenzy: 1
NamedEntity-Location: Mindeste |frequenzy: 1
NamedEntity-Location: Central Command |frequenzy: 1
NamedEntity-Location: Afrikaner |frequenzy: 1
NamedEntity-Location: AlexanderHoffmannCDU |frequenzy: 1
NamedEntity-Location: Dröge |frequenzy: 1
NamedEntity-Location: Mutes |frequenzy: 1
NamedEntity-Location: Südsudans |frequenzy: 1
NamedEntity-Location: Daimler-Vorstand |frequenzy: 1
NamedEntity-Location: Oberverwaltungsgerichtes Münster |frequenzy: 1
NamedEntity-Location: Bad Bank des Konzerns |frequenzy: 1
NamedEntity-Location: Gar |frequenzy: 1
NamedEntity-Location: Dohuk |frequenzy: 1
NamedEntity-Location: SteffenKotréAfDSteffen Kotré |frequenzy: 1
NamedEntity-Location: Getreides |frequenzy: 1
NamedEntity-Location: Kommunalinvestitionsförderungsfonds |frequenzy: 1
