Speaker = Carsten Schneider

The Speaker: Carsten Schneider had used the following NOUNS: Herr | frequency: 105
The Speaker: Carsten Schneider had used the following NOUNS: Einheit | frequency: 2
The Speaker: Carsten Schneider had used the following NOUNS: Streit | frequency: 2
The Speaker: Carsten Schneider had used the following NOUNS: Bild | frequency: 2
The Speaker: Carsten Schneider had used the following NOUNS: Pflaster | frequency: 2
The Speaker: Carsten Schneider had used the following NOUNS: Krisenzeiten | frequency: 2
The Speaker: Carsten Schneider had used the following NOUNS: Besseres | frequency: 2
The Speaker: Carsten Schneider had used the following NOUNS: Einfluss | frequency: 2
The Speaker: Carsten Schneider had used the following NOUNS: Kinderbonus | frequency: 2
The Speaker: Carsten Schneider had used the following NOUNS: Steuertarif | frequency: 2
The Speaker: Carsten Schneider had used the following NOUNS: Schmerz | frequency: 2
The Speaker: Carsten Schneider had used the following NOUNS: Ort | frequency: 2
The Speaker: Carsten Schneider had used the following NOUNS: Politiker | frequency: 2
The Speaker: Carsten Schneider had used the following NOUNS: Scheinriese | frequency: 2
The Speaker: Carsten Schneider had used the following NOUNS: Anlass | frequency: 2
The Speaker: Carsten Schneider had used the following NOUNS: Folgendes | frequency: 2
The Speaker: Carsten Schneider had used the following NOUNS: Finanz | frequency: 2
The Speaker: Carsten Schneider had used the following NOUNS: Kilometer | frequency: 2
The Speaker: Carsten Schneider had used the following NOUNS: Oppositionsfraktionen | frequency: 2
The Speaker: Carsten Schneider had used the following NOUNS: Erwägungsgründe | frequency: 2
The Speaker: Carsten Schneider had used the following NOUNS: Vorsitzende | frequency: 2
The Speaker: Carsten Schneider had used the following NOUNS: Lindner | frequency: 2
The Speaker: Carsten Schneider had used the following NOUNS: Bundesverfassungsgerichts | frequency: 2
The Speaker: Carsten Schneider had used the following NOUNS: Herzkammer | frequency: 2
The Speaker: Carsten Schneider had used the following NOUNS: Wähler | frequency: 2
The Speaker: Carsten Schneider had used the following NOUNS: Abgabe | frequency: 2
The Speaker: Carsten Schneider had used the following NOUNS: Unternehmertum | frequency: 2
The Speaker: Carsten Schneider had used the following NOUNS: Partner | frequency: 2
The Speaker: Carsten Schneider had used the following NOUNS: Opposition | frequency: 2
The Speaker: Carsten Schneider had used the following NOUNS: Steuersatz | frequency: 2
The Speaker: Carsten Schneider had used the following NOUNS: Europapolitik | frequency: 2
The Speaker: Carsten Schneider had used the following NOUNS: Verkleinerung | frequency: 2
The Speaker: Carsten Schneider had used the following NOUNS: Mut | frequency: 2
The Speaker: Carsten Schneider had used the following NOUNS: Höchstgrenze | frequency: 2
The Speaker: Carsten Schneider had used the following NOUNS: Kulturgeschichte | frequency: 2
The Speaker: Carsten Schneider had used the following NOUNS: Sicherheit | frequency: 2
The Speaker: Carsten Schneider had used the following NOUNS: Staatsfinanzierung | frequency: 2
The Speaker: Carsten Schneider had used the following NOUNS: muss | frequency: 2
The Speaker: Carsten Schneider had used the following NOUNS: Rente | frequency: 2
The Speaker: Carsten Schneider had used the following NOUNS: Kasse | frequency: 2
The Speaker: Carsten Schneider had used the following NOUNS: Wohnungsbau | frequency: 2
The Speaker: Carsten Schneider had used the following NOUNS: Energie | frequency: 2
The Speaker: Carsten Schneider had used the following NOUNS: Bremse | frequency: 2
The Speaker: Carsten Schneider had used the following NOUNS: Kooperation | frequency: 2
The Speaker: Carsten Schneider had used the following NOUNS: Falle | frequency: 2
The Speaker: Carsten Schneider had used the following NOUNS: Spiel | frequency: 2
The Speaker: Carsten Schneider had used the following NOUNS: Gründungswelle | frequency: 2
The Speaker: Carsten Schneider had used the following NOUNS: Entschlossenheit | frequency: 2
The Speaker: Carsten Schneider had used the following NOUNS: Journalist | frequency: 2
The Speaker: Carsten Schneider had used the following NOUNS: Konzern | frequency: 2
The Speaker: Carsten Schneider had used the following NOUNS: Krieg | frequency: 2
The Speaker: Carsten Schneider had used the following NOUNS: Klimagerechtigkeit | frequency: 2
The Speaker: Carsten Schneider had used the following NOUNS: Verschlechterung | frequency: 2
The Speaker: Carsten Schneider had used the following NOUNS: Änderung | frequency: 2
The Speaker: Carsten Schneider had used the following NOUNS: Sprung | frequency: 2
The Speaker: Carsten Schneider had used the following NOUNS: Wahlkreise | frequency: 2
The Speaker: Carsten Schneider had used the following NOUNS: Sachverständige | frequency: 2
The Speaker: Carsten Schneider had used the following NOUNS: Verfassungsorgan | frequency: 2
The Speaker: Carsten Schneider had used the following NOUNS: Privatjet | frequency: 2
The Speaker: Carsten Schneider had used the following NOUNS: Reiche | frequency: 2
The Speaker: Carsten Schneider had used the following NOUNS: Rücksprache | frequency: 2
The Speaker: Carsten Schneider had used the following NOUNS: Lobbyregister | frequency: 2
The Speaker: Carsten Schneider had used the following NOUNS: Kommission | frequency: 2
The Speaker: Carsten Schneider had used the following NOUNS: Geschäftsordnungsantrag | frequency: 2
The Speaker: Carsten Schneider had used the following NOUNS: Band | frequency: 2
The Speaker: Carsten Schneider had used the following NOUNS: Behauptung | frequency: 2
The Speaker: Carsten Schneider had used the following NOUNS: Veränderung | frequency: 2
The Speaker: Carsten Schneider had used the following NOUNS: Geringverdiener | frequency: 2
The Speaker: Carsten Schneider had used the following NOUNS: Quelle | frequency: 2
The Speaker: Carsten Schneider had used the following NOUNS: Gesetzgeber | frequency: 2
The Speaker: Carsten Schneider had used the following NOUNS: Zugang | frequency: 2
The Speaker: Carsten Schneider had used the following NOUNS: Erklärung | frequency: 2
The Speaker: Carsten Schneider had used the following NOUNS: Appell | frequency: 2
The Speaker: Carsten Schneider had used the following NOUNS: Bundesrepublik | frequency: 2
The Speaker: Carsten Schneider had used the following NOUNS: Sorge | frequency: 2
The Speaker: Carsten Schneider had used the following NOUNS: Mutation | frequency: 2
The Speaker: Carsten Schneider had used the following NOUNS: Weltkriegs | frequency: 2
The Speaker: Carsten Schneider had used the following NOUNS: Stichwort | frequency: 2
The Speaker: Carsten Schneider had used the following NOUNS: bisschen | frequency: 2
The Speaker: Carsten Schneider had used the following NOUNS: Aufschwung | frequency: 2
The Speaker: Carsten Schneider had used the following NOUNS: Finanzierung | frequency: 2
The Speaker: Carsten Schneider had used the following NOUNS: müsste | frequency: 2
The Speaker: Carsten Schneider had used the following NOUNS: Revolution | frequency: 2
The Speaker: Carsten Schneider had used the following NOUNS: Wohnung | frequency: 2
The Speaker: Carsten Schneider had used the following NOUNS: Realität | frequency: 2
The Speaker: Carsten Schneider had used the following NOUNS: Dialog | frequency: 2
The Speaker: Carsten Schneider had used the following NOUNS: Generalsekretär | frequency: 2
The Speaker: Carsten Schneider had used the following NOUNS: Angebot | frequency: 2
The Speaker: Carsten Schneider had used the following NOUNS: Saal | frequency: 2
The Speaker: Carsten Schneider had used the following NOUNS: Richtungsentscheidung | frequency: 2
The Speaker: Carsten Schneider had used the following NOUNS: Tätigkeit | frequency: 2
The Speaker: Carsten Schneider had used the following NOUNS: Zustimmung | frequency: 2
The Speaker: Carsten Schneider had used the following NOUNS: Weihnachtsferien | frequency: 2
The Speaker: Carsten Schneider had used the following NOUNS: Arbeitslosenquote | frequency: 2
The Speaker: Carsten Schneider had used the following NOUNS: Sowjetrepubliken | frequency: 2
The Speaker: Carsten Schneider had used the following NOUNS: Voraussetzung | frequency: 2
The Speaker: Carsten Schneider had used the following NOUNS: Entwicklung | frequency: 2
The Speaker: Carsten Schneider had used the following NOUNS: Rad | frequency: 2
The Speaker: Carsten Schneider had used the following NOUNS: Parlamentarismus | frequency: 2
The Speaker: Carsten Schneider had used the following NOUNS: Ausweitung | frequency: 2
The Speaker: Carsten Schneider had used the following NOUNS: Einigung | frequency: 2
The Speaker: Carsten Schneider had used the following NOUNS: Macht | frequency: 2
The Speaker: Carsten Schneider had used the following NOUNS: Landtag | frequency: 2
The Speaker: Carsten Schneider had used the following NOUNS: Einwanderungsland | frequency: 2
The Speaker: Carsten Schneider had used the following NOUNS: Schülerin | frequency: 2
The Speaker: Carsten Schneider had used the following NOUNS: Liste | frequency: 2
The Speaker: Carsten Schneider had used the following NOUNS: Empfehlung | frequency: 2
The Speaker: Carsten Schneider had used the following NOUNS: Rednerin | frequency: 2
The Speaker: Carsten Schneider had used the following NOUNS: Variante | frequency: 2
The Speaker: Carsten Schneider had used the following NOUNS: Sondersitzung | frequency: 2
The Speaker: Carsten Schneider had used the following NOUNS: Kernzeit | frequency: 2
The Speaker: Carsten Schneider had used the following NOUNS: Menge | frequency: 2
The Speaker: Carsten Schneider had used the following NOUNS: Lappalie | frequency: 2
The Speaker: Carsten Schneider had used the following NOUNS: Ermächtigungsgesetz | frequency: 2
The Speaker: Carsten Schneider had used the following NOUNS: Austausch | frequency: 2
The Speaker: Carsten Schneider had used the following NOUNS: Fristverkürzung | frequency: 2
The Speaker: Carsten Schneider had used the following NOUNS: Ebene | frequency: 2
The Speaker: Carsten Schneider had used the following NOUNS: Opfer | frequency: 2
The Speaker: Carsten Schneider had used the following NOUNS: Tarif | frequency: 2
The Speaker: Carsten Schneider had used the following NOUNS: Osten | frequency: 2
The Speaker: Carsten Schneider had used the following NOUNS: Eingriff | frequency: 2
The Speaker: Carsten Schneider had used the following NOUNS: Lichtblick | frequency: 2
The Speaker: Carsten Schneider had used the following NOUNS: Wirtschaftspolitik | frequency: 2
The Speaker: Carsten Schneider had used the following NOUNS: Reihe | frequency: 2
The Speaker: Carsten Schneider had used the following NOUNS: Gesetzentwürfe | frequency: 2
The Speaker: Carsten Schneider had used the following NOUNS: Veröffentlichung | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Mindestlohn | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Scheitern | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Ausführung | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Abgeordnetenbestechung | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: behindert | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Rechtsstaat | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Steuergerechtigkeit | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Beihilfeverfahrens | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Erzählstrang | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Begrenzung | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Wirtschaftswachstum | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Sprache | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Gift | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Gönner | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Erde | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Konkretes | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Bundesrichter | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Staatsanwalt | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Parteitagsbeschluss | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Dreiklang | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Rechte | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Integration | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Bundestagsabgeordneten | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Einzelpläne | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Gemeinwohls | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Gesprächsfaden | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Bärendienst | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Vorschrift | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Lese | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Erhalt | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Tribüne | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Welle | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Signal | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: FDP-Mitgliedern | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Breitband | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Wunsch | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Regierungssprecher | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Darstellung | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Kommunikation | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Nachtragshaushalt | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: meist | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Gang | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Déjà-vu | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Bildungsbereich | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Vorstellung | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Mehrheitswahlrechts | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Abgeordnetentätigkeit | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Schließungswelle | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Grabenwahlrechts | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Geldpolitik | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Klimapolitik | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Beantwortung | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Freiheitszonen | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Kern | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Erfahrung | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Gemeinde | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Wählerstimmen | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Wirtschaftsforschung | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Windhorst | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Abwasch | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Relevanz | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Verordnung | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Bittsteller | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Finanzierbarkeit | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Steuerunehrlichkeit | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Geografie | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Prüfnormen | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Überfall | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Denken | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Rückkehr | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Wissen | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Katastrophe | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Geschäftsprinzip | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Gesetzesvorschlag | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Verdiener | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Spende | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Dezember | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Dollar | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Zerrbild | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Klimapaket | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Einladung | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Kernaufgabe | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Parteiengesetzes | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Warte | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Geringverdienern | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Falsches | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Osterferien | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Tatsache | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Initiative | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Küchentisch | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Botschaft | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Ferien | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: können.– | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Detailkenntnisse | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Endeffekt | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Dienstagvormittag | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Lade | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Vorfeld | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Reichstag | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Vorgabe | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Episode | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Milliardendarlehen | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Verdienstgrenze | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Kreditgeber | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: CDU-Generalsekretär | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Europaausschusses | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Exportüberschüsse | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Spitzenverdiener | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Heimatland | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Inflationsziel | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Flut | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Bundesland | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Geldeinsatz | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Erfolg | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Argumentation | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Arme | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Bescheid | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Strukturschwäche | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Zuwanderung | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Liberale | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Steuerzahlergedenktag | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Kongressabgeordnete | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Untergrenze | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Mehrwertsteuersenkung | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Zusammenhalt | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Gesundheitsministerrates | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Fraktionsvorsitzende | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Jahreswirtschaftsberichte | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Rekordhaushalt | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Rückhalt | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Selbstbedienung | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Ausbildungswegen | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Versammlungsfreiheit | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Thesaurierung | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Wahlprogramms | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Redezeit | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Schatten | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Liveübertragung | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Steuersenkungen | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Verhaltensregeln | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Fundament | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Energieberater | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Wörterbuch | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Lohnentwicklung | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Unternehmensbeteiligung | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Einbindung | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Bundesbankpräsident | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: G‑20-Präsidentschaft | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Einlassung | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Mietpreisbremse | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Betrieb | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Resultat | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Zeitpunkt | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Hindernis | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Institut | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: SPD-Ministerpräsidenten | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Nachfolger | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Nachmittag | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Obergrenze | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Verwaltung | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Ruf | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Abschluss | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Sozialhilfeempfänger | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Tagesspiegel | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Verhalten | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Führer | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Finanzhilfen | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Vernebelungsstrategie | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Motivationsschub | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Antiliberalität | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Lebendigkeit | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Klimainvestitionen | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Nachrücker | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Verlesen | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Steuerkaraoke | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Wirtschaftsnobelpreisträger | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Narrativ | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Euro.– | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Aufstehen | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Reputation | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Kanzlerin | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Befragung | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Bedürftigkeit | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Anerkennung | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Art | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Steuererhöhungen | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Februar | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Regierungserklärung | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Debattenort | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Vorgehen | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Dritter | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Prozess | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Gleichgewicht | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Wahlrechtskommission | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Insel | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Löhne | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Bürgerlichkeit | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Acker | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Schauspiel | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Halbjahr | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Hauptsitz | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Spitzensteuersatzes | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Wand | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Kraftanstrengung | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Belagerung | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Schaden | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Paket | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Altparteien | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Hinterfragen | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: SPD-Führung | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Spalier | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Heimat | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Sozialstaates | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Polizistin | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Einreiseverordnung | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Gefahr | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Kommunist | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Abend | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Korte | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Artikel | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Whittaker | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Symptom | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Doppelverbeitragung | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Risikogebiet | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Daumen | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Motiv | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Recherchearbeit | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Deut | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Mitarbeiter | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Entlohnung | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Haushaltsberatung | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: November | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Abgrenzung | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Steuerlast | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Aufruf | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Geschichtsunterricht | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Impfgipfel | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Segnungen | frequency: 1
The Speaker: Carsten Schneider had used the following NOUNS: Sommerurlaub | frequency: 1
