NamedEntity-Organisation: CDU |frequenzy: 1002
NamedEntity-Organisation: libanesischen Regierung |frequenzy: 2
NamedEntity-Organisation: Typisch China |frequenzy: 1
NamedEntity-Organisation: Zentrum für Europäische Wirtschaftsforschung |frequenzy: 1
NamedEntity-Organisation: Stiftungswesens! |frequenzy: 1
NamedEntity-Organisation: BQFG |frequenzy: 1
NamedEntity-Organisation: Erfurt Weimar |frequenzy: 1
NamedEntity-Organisation: Menschenrechtsschutz |frequenzy: 1
NamedEntity-Organisation: Treibhausgasemissionen |frequenzy: 1
NamedEntity-Organisation: Teilhaushalt Gesundheit |frequenzy: 1
NamedEntity-Organisation: DDR-Rentensystem |frequenzy: 1
NamedEntity-Organisation: OECD-Länder |frequenzy: 1
NamedEntity-Organisation: Achim Post |frequenzy: 1
NamedEntity-Organisation: Eremitage-Garten |frequenzy: 1
NamedEntity-Organisation: Europäischen Patentamt |frequenzy: 1
NamedEntity-Organisation: NSDAP-Mitglieder |frequenzy: 1
NamedEntity-Organisation: Blocks |frequenzy: 1
NamedEntity-Organisation: Bundesminister Müller |frequenzy: 1
NamedEntity-Organisation: Kommunistischen Partei |frequenzy: 1
NamedEntity-Organisation: Autoindustrieund |frequenzy: 1
NamedEntity-Organisation: Christlich-Demokratischen Union |frequenzy: 1
NamedEntity-Organisation: Weimarer Zeit |frequenzy: 1
NamedEntity-Organisation: abbestellt – |frequenzy: 1
NamedEntity-Organisation: Protokolls |frequenzy: 1
NamedEntity-Organisation: Bundeszentralamtes für Steuern |frequenzy: 1
NamedEntity-Organisation: Buchgroßhändlers |frequenzy: 1
NamedEntity-Organisation: Valletta |frequenzy: 1
NamedEntity-Organisation: Hamburger Uni |frequenzy: 1
NamedEntity-Organisation: Bundesfinanzminister |frequenzy: 1
NamedEntity-Organisation: Partei der kleinen Leute |frequenzy: 1
NamedEntity-Organisation: Nigel |frequenzy: 1
NamedEntity-Organisation: hatte;andernfalls |frequenzy: 1
NamedEntity-Organisation: Scheitert Europa |frequenzy: 1
NamedEntity-Organisation: Antifa-Film |frequenzy: 1
NamedEntity-Organisation: IFOP |frequenzy: 1
NamedEntity-Organisation: Stimmen:670;davonja:513nein:152enthalten:5JaCDU/CSUDr |frequenzy: 1
NamedEntity-Organisation: EEF |frequenzy: 1
NamedEntity-Organisation: Volkspartei AfD |frequenzy: 1
NamedEntity-Organisation: Resolute Support |frequenzy: 1
NamedEntity-Organisation: deutsche Gesellschaft |frequenzy: 1
NamedEntity-Organisation: Kurzumriss |frequenzy: 1
NamedEntity-Organisation: 2020-Ziele |frequenzy: 1
NamedEntity-Organisation: Rentenversicherung |frequenzy: 1
NamedEntity-Organisation: BartolBärbel |frequenzy: 1
NamedEntity-Organisation: Schwarz-Grün |frequenzy: 1
NamedEntity-Organisation: Haus Europa |frequenzy: 1
NamedEntity-Organisation: abzugrenzen;denn Ihr Schweigen |frequenzy: 1
NamedEntity-Organisation: Series A bzw  B  |frequenzy: 1
NamedEntity-Organisation: EU-Zentralstaats |frequenzy: 1
NamedEntity-Organisation: Späte Stunde |frequenzy: 1
NamedEntity-Organisation: Frohe Ostern |frequenzy: 1
NamedEntity-Organisation: Bundesamt für Auswärtiges |frequenzy: 1
NamedEntity-Organisation: Derartiges |frequenzy: 1
NamedEntity-Organisation: Abschalten der Kern- und Kohlekraftwerke |frequenzy: 1
NamedEntity-Organisation: CETA-Abkommens |frequenzy: 1
NamedEntity-Organisation: Themenkomplex Europarecht |frequenzy: 1
NamedEntity-Organisation: Geldgebern |frequenzy: 1
NamedEntity-Organisation: Borussia Dortmund |frequenzy: 1
NamedEntity-Organisation: Covax |frequenzy: 1
NamedEntity-Organisation: Hamburg! |frequenzy: 1
NamedEntity-Organisation: ISO |frequenzy: 1
NamedEntity-Organisation: deutsch-französischen Schicksalsgemeinschaft |frequenzy: 1
NamedEntity-Organisation: CSU-Bundestagsfraktion danke ich Ihnen |frequenzy: 1
NamedEntity-Organisation: Linksterroristen |frequenzy: 1
NamedEntity-Organisation: GabrieleHiller-OhmSPDGabriele Hiller-Ohm |frequenzy: 1
NamedEntity-Organisation: schadensgleiche Vermögensgefährdung |frequenzy: 1
NamedEntity-Organisation: Energie- und Autowende |frequenzy: 1
NamedEntity-Organisation: Ministerium Nullrunden |frequenzy: 1
NamedEntity-Organisation: Boehringer Ingelheim |frequenzy: 1
NamedEntity-Organisation: Verdienende |frequenzy: 1
NamedEntity-Organisation: Massenmörder Assad |frequenzy: 1
NamedEntity-Organisation: AfD Rückschritt |frequenzy: 1
NamedEntity-Organisation: ATAD |frequenzy: 1
NamedEntity-Organisation: Institut für Auslandsbeziehungen |frequenzy: 1
NamedEntity-Organisation: Partei- und Staatschefs |frequenzy: 1
NamedEntity-Organisation: Hamburgische Justizausbildungsordnung |frequenzy: 1
NamedEntity-Organisation: Europäischen Union für Arzneimittel |frequenzy: 1
NamedEntity-Organisation: Armer Hase FDP |frequenzy: 1
NamedEntity-Organisation: Geschätzter Kollege |frequenzy: 1
NamedEntity-Organisation: Schuldenbremse! |frequenzy: 1
NamedEntity-Organisation: Europäischen Union für Nord-Stream-Gas |frequenzy: 1
NamedEntity-Organisation: Geschichte! |frequenzy: 1
NamedEntity-Organisation: Deutschen Städte- und Gemeindebundes |frequenzy: 1
NamedEntity-Organisation: Waiver |frequenzy: 1
NamedEntity-Organisation: Parlamentarischen Gesellschaft |frequenzy: 1
NamedEntity-Organisation: Stiftung“ – |frequenzy: 1
NamedEntity-Organisation: Nichts! |frequenzy: 1
NamedEntity-Organisation: KnoerigMarkus |frequenzy: 1
NamedEntity-Organisation: europäische Säule |frequenzy: 1
NamedEntity-Organisation: Gesellschaft  |frequenzy: 1
NamedEntity-Organisation: Deutsche Bank/Commerzbank |frequenzy: 1
NamedEntity-Organisation: Gewerkschaft die Post |frequenzy: 1
NamedEntity-Organisation: Gensaatgut |frequenzy: 1
NamedEntity-Organisation: Mutationen |frequenzy: 1
NamedEntity-Organisation: MAD |frequenzy: 1
NamedEntity-Organisation: Pünktlichkeit |frequenzy: 1
NamedEntity-Organisation: IS Großes |frequenzy: 1
NamedEntity-Organisation: Nordirak |frequenzy: 1
NamedEntity-Organisation: Wahlberechtigten für Volksentscheide |frequenzy: 1
NamedEntity-Organisation: bedanken |frequenzy: 1
NamedEntity-Organisation: Kollegin Nicolaisen |frequenzy: 1
NamedEntity-Organisation: RößnerClaudia |frequenzy: 1
NamedEntity-Organisation: EU-Verteidigungspolitik |frequenzy: 1
NamedEntity-Organisation: MarkusKoobCDU |frequenzy: 1
NamedEntity-Organisation: SylviaPantelCDU |frequenzy: 1
NamedEntity-Organisation: Prinzips |frequenzy: 1
NamedEntity-Organisation: Verkehrsträgern |frequenzy: 1
NamedEntity-Organisation: libanesischen Streitkräften |frequenzy: 1
NamedEntity-Organisation: Cannabiskonsum |frequenzy: 1
NamedEntity-Organisation: Labour Party |frequenzy: 1
NamedEntity-Organisation: Koalitionspartnern |frequenzy: 1
NamedEntity-Organisation: Europäische Union ins Wanken |frequenzy: 1
NamedEntity-Organisation: Krankenhauslobby |frequenzy: 1
NamedEntity-Organisation: Deutsch-Polnischen Barometers |frequenzy: 1
NamedEntity-Organisation: Ministern meiner Partei |frequenzy: 1
NamedEntity-Organisation: Die Grünen Kai Gehring |frequenzy: 1
NamedEntity-Organisation: EU-Mitteln für Parteien |frequenzy: 1
NamedEntity-Organisation: Clean Energy Package for all Europeans |frequenzy: 1
NamedEntity-Organisation: Ministeriums für Familie |frequenzy: 1
NamedEntity-Organisation: Kassenärztliche Vereinigung |frequenzy: 1
NamedEntity-Organisation: EU-Regelung |frequenzy: 1
NamedEntity-Organisation: EU-Beamte |frequenzy: 1
NamedEntity-Organisation: StephanStrackeCDU |frequenzy: 1
NamedEntity-Organisation: BDEW |frequenzy: 1
NamedEntity-Organisation: Großbank |frequenzy: 1
NamedEntity-Organisation: Mietspiegel ran |frequenzy: 1
NamedEntity-Organisation: Klöckner! |frequenzy: 1
NamedEntity-Organisation: PCSI |frequenzy: 1
NamedEntity-Organisation: Deutsche Lebens-Rettungs-Gesellschaft |frequenzy: 1
NamedEntity-Organisation: Kummer |frequenzy: 1
NamedEntity-Organisation: Geburtenrückgangs |frequenzy: 1
NamedEntity-Organisation: Deutschen Zentrums für Psychische Gesundheit |frequenzy: 1
NamedEntity-Organisation: Europas Aufnahmefähigkeit |frequenzy: 1
NamedEntity-Organisation: Haltern |frequenzy: 1
NamedEntity-Organisation: UN Women Nationales Komitee Deutschland |frequenzy: 1
NamedEntity-Organisation: Bürgerplattform |frequenzy: 1
NamedEntity-Organisation: CIA |frequenzy: 1
NamedEntity-Organisation: schütteln;das |frequenzy: 1
NamedEntity-Organisation: CDU-Mandat |frequenzy: 1
NamedEntity-Organisation: ETSI |frequenzy: 1
NamedEntity-Organisation: Kindergeldbetrug |frequenzy: 1
NamedEntity-Organisation: Stuttgart |frequenzy: 1
NamedEntity-Organisation: Deutsche Kinderschutzbund |frequenzy: 1
NamedEntity-Organisation: Building Information Modeling |frequenzy: 1
NamedEntity-Organisation: Corona-Epidemie |frequenzy: 1
NamedEntity-Organisation: UN-Militärbeobachter |frequenzy: 1
NamedEntity-Organisation: Internationalen Strafgerichtshofs – |frequenzy: 1
NamedEntity-Organisation: Gröhe |frequenzy: 1
NamedEntity-Organisation: Zetkin-Kommunisten |frequenzy: 1
NamedEntity-Organisation: TUI Group |frequenzy: 1
NamedEntity-Organisation: Bundesverband der Lebensmittelkontrolleure |frequenzy: 1
NamedEntity-Organisation: Berliner SPD-Bürgermeister |frequenzy: 1
NamedEntity-Organisation: Rassismuskeule |frequenzy: 1
NamedEntity-Organisation: Bundesverband deutscher Banken |frequenzy: 1
NamedEntity-Organisation: LNG  |frequenzy: 1
NamedEntity-Organisation: christlichen Hauskirchen |frequenzy: 1
NamedEntity-Organisation: öffentlich-rechtliche Fernsehen |frequenzy: 1
NamedEntity-Organisation: IG BCE“-Standards |frequenzy: 1
NamedEntity-Organisation: EU-Mindestlohnrichtlinie |frequenzy: 1
NamedEntity-Organisation: Deutschen Krankenhausgesellschaft – Ich |frequenzy: 1
NamedEntity-Organisation: Deutschen Welle in der Türkei |frequenzy: 1
NamedEntity-Organisation: britische Unterhaus |frequenzy: 1
NamedEntity-Organisation: Deutsche Olympische Sportbund |frequenzy: 1
NamedEntity-Organisation: Bundes zur Förderung des sozialen Wohnungsbaus |frequenzy: 1
NamedEntity-Organisation: Logistiksektor |frequenzy: 1
NamedEntity-Organisation: Moment! |frequenzy: 1
NamedEntity-Organisation: ERP-Förderung |frequenzy: 1
NamedEntity-Organisation: Belüftungs- und Klimaanlagen |frequenzy: 1
NamedEntity-Organisation: Ministerium für Recht und Verbraucherschutz |frequenzy: 1
NamedEntity-Organisation: IKEA |frequenzy: 1
NamedEntity-Organisation: Thinktank der Kommission |frequenzy: 1
NamedEntity-Organisation: Bundesverband Informationswirtschaft |frequenzy: 1
NamedEntity-Organisation: Mindestflughöhe |frequenzy: 1
NamedEntity-Organisation: Milliarde |frequenzy: 1
NamedEntity-Organisation: EU-Rahmen |frequenzy: 1
NamedEntity-Organisation: Sicherheitsdienst |frequenzy: 1
NamedEntity-Organisation: Ihres Unrechtregimes |frequenzy: 1
NamedEntity-Organisation: Bundesverkehrsministers Kontrolle |frequenzy: 1
NamedEntity-Organisation: EFI-Gutachten |frequenzy: 1
NamedEntity-Organisation: EU-Logik |frequenzy: 1
NamedEntity-Organisation: Zahllose Hochqualifizierte |frequenzy: 1
NamedEntity-Organisation: SebastianBrehmCDU |frequenzy: 1
NamedEntity-Organisation: Nationale Institutionen |frequenzy: 1
NamedEntity-Organisation: Deutschen Nachhaltigkeitsstrategie |frequenzy: 1
NamedEntity-Organisation: ESA-Wissenschaftsprogramm |frequenzy: 1
NamedEntity-Organisation: SAPs |frequenzy: 1
NamedEntity-Organisation: Bundesverband Deutsche Startups |frequenzy: 1
NamedEntity-Organisation: Ausbildungs- |frequenzy: 1
NamedEntity-Organisation: Islamischer Antisemitismus  |frequenzy: 1
NamedEntity-Organisation: Bildungsprodukten |frequenzy: 1
NamedEntity-Organisation: freiheitlich-demokratischen Gesellschaft |frequenzy: 1
NamedEntity-Organisation: Verband Deutscher Naturparke |frequenzy: 1
NamedEntity-Organisation: IT-Staatsvertrages |frequenzy: 1
NamedEntity-Organisation: Gesellschaft durch Polizei und Geheimdienste |frequenzy: 1
NamedEntity-Organisation: TV-Nachrichten |frequenzy: 1
NamedEntity-Organisation: Black Lives |frequenzy: 1
NamedEntity-Organisation: Bund der Steuerzahler den Bundestag |frequenzy: 1
NamedEntity-Organisation: BundeskanzlerinAnnette |frequenzy: 1
NamedEntity-Organisation: Deutsche Akademie der Technikwissenschaften |frequenzy: 1
NamedEntity-Organisation: UN-Überprüfungskonferenz |frequenzy: 1
NamedEntity-Organisation: Universität Duisburg-Essen |frequenzy: 1
NamedEntity-Organisation: VAE  |frequenzy: 1
NamedEntity-Organisation: Fernseher! |frequenzy: 1
NamedEntity-Organisation: fürKrankenkassen |frequenzy: 1
NamedEntity-Organisation: türkischen Streitkräfte |frequenzy: 1
NamedEntity-Organisation: BBC |frequenzy: 1
NamedEntity-Organisation: Der Verfassungsschutz |frequenzy: 1
NamedEntity-Organisation: Wirecard AG |frequenzy: 1
NamedEntity-Organisation: FDP-Wahlprogramm |frequenzy: 1
NamedEntity-Organisation: ODA-Quote bemessen |frequenzy: 1
NamedEntity-Organisation: SAMI |frequenzy: 1
NamedEntity-Organisation: Kollegin Gabi Hiller-Ohm |frequenzy: 1
NamedEntity-Organisation: EU-Coronaverschuldungskapazität |frequenzy: 1
NamedEntity-Organisation: Gesellschaft lebenslanges Schicksal |frequenzy: 1
NamedEntity-Organisation: EU-Interventionstruppe |frequenzy: 1
NamedEntity-Organisation: Linke Träumer |frequenzy: 1
NamedEntity-Organisation: Minister Scholz |frequenzy: 1
NamedEntity-Organisation: Deutschen Reichstag |frequenzy: 1
NamedEntity-Organisation: Universität Leipzig |frequenzy: 1
NamedEntity-Organisation: Kriminologischen Forschungsinstituts Niedersachsen |frequenzy: 1
NamedEntity-Organisation: Yücel |frequenzy: 1
NamedEntity-Organisation: CETA-Gesetzes |frequenzy: 1
NamedEntity-Organisation: Steuerwissenschaft |frequenzy: 1
NamedEntity-Organisation: Marokko |frequenzy: 1
NamedEntity-Organisation: Minizins |frequenzy: 1
NamedEntity-Organisation: Rammstein |frequenzy: 1
NamedEntity-Organisation: Bürger Europas |frequenzy: 1
NamedEntity-Organisation: VVN |frequenzy: 1
NamedEntity-Organisation: Stiftung Familienunternehmen |frequenzy: 1
NamedEntity-Organisation: Tausenden Mikrogramm Stickstoffdioxid |frequenzy: 1
NamedEntity-Organisation: LTE-Standard |frequenzy: 1
NamedEntity-Organisation: Erneuerbare-Energien-Gesetzes |frequenzy: 1
NamedEntity-Organisation: Bundesverband Freier Immobilien- und Wohnungsunternehmen |frequenzy: 1
NamedEntity-Organisation: EU-Mandat |frequenzy: 1
NamedEntity-Organisation: chers ­collègues |frequenzy: 1
NamedEntity-Organisation: G-20-Staaten |frequenzy: 1
NamedEntity-Organisation: falschen Partei |frequenzy: 1
NamedEntity-Organisation: Herrn Pompeo |frequenzy: 1
NamedEntity-Organisation: darf;eines Gebildes |frequenzy: 1
NamedEntity-Organisation: Aserbaidschan |frequenzy: 1
NamedEntity-Organisation: Hessischen Landtag |frequenzy: 1
NamedEntity-Organisation: R2G2 |frequenzy: 1
NamedEntity-Organisation: unterscheiden – Nein |frequenzy: 1
NamedEntity-Organisation: Rente! |frequenzy: 1
NamedEntity-Organisation: Rules and Regulations |frequenzy: 1
NamedEntity-Organisation: Mautvergabe à la Scheuer |frequenzy: 1
NamedEntity-Organisation: OK Rechnung |frequenzy: 1
NamedEntity-Organisation: EU-Arbeitslosenversicherung |frequenzy: 1
NamedEntity-Organisation: Ihres Parlamentarischen Staatssekretärs |frequenzy: 1
NamedEntity-Organisation: NS-System |frequenzy: 1
NamedEntity-Organisation: Tausend­undeiner Nacht |frequenzy: 1
NamedEntity-Organisation: Sudan |frequenzy: 1
NamedEntity-Organisation: Sitzungswochen Alternativen |frequenzy: 1
NamedEntity-Organisation: Heilbronn |frequenzy: 1
NamedEntity-Organisation: Schweizerischen Volkspartei |frequenzy: 1
NamedEntity-Organisation: US-Politik |frequenzy: 1
NamedEntity-Organisation: OrtlebMahmut Özdemir Aydan ÖzoğuzChristian |frequenzy: 1
NamedEntity-Organisation: Kunststofftragetasche |frequenzy: 1
NamedEntity-Organisation: Mund-Nasen-Bedeckung |frequenzy: 1
NamedEntity-Organisation: Maus! |frequenzy: 1
NamedEntity-Organisation: gedacht?!Da |frequenzy: 1
NamedEntity-Organisation: Gemeinsamen Verfassungskommission |frequenzy: 1
NamedEntity-Organisation: afrikanischen Löwen |frequenzy: 1
NamedEntity-Organisation: E‑Ausweis |frequenzy: 1
NamedEntity-Organisation: Tabakrahmenkonvention |frequenzy: 1
NamedEntity-Organisation: Familienzusammenführung |frequenzy: 1
NamedEntity-Organisation: Kölner SPD |frequenzy: 1
NamedEntity-Organisation: EU Genau |frequenzy: 1
NamedEntity-Organisation: Samsung |frequenzy: 1
NamedEntity-Organisation: simple |frequenzy: 1
NamedEntity-Organisation: Bundesamt für Verfassungsschutz der Fall |frequenzy: 1
NamedEntity-Organisation: Geldes der deutschen Bürger |frequenzy: 1
NamedEntity-Organisation: EU-Finanz- |frequenzy: 1
NamedEntity-Organisation: Außen-, Entwicklungs- und Verteidigungspolitik |frequenzy: 1
NamedEntity-Organisation: EJN |frequenzy: 1
NamedEntity-Organisation: DUP |frequenzy: 1
NamedEntity-Organisation: Hisbollah-Generalsekretär Nasrallah |frequenzy: 1
NamedEntity-Organisation: SPD-Oberbürgermeisterin |frequenzy: 1
NamedEntity-Organisation: Meldeschein |frequenzy: 1
NamedEntity-Organisation: Betreuers |frequenzy: 1
NamedEntity-Organisation: Hollywood-Diät |frequenzy: 1
NamedEntity-Organisation: Development |frequenzy: 1
NamedEntity-Organisation: Jugend? |frequenzy: 1
NamedEntity-Organisation: EU-Subventionen |frequenzy: 1
NamedEntity-Organisation: Bundes für |frequenzy: 1
NamedEntity-Organisation: Ihre Kommission „Gleichwertige Lebensverhältnisse |frequenzy: 1
NamedEntity-Organisation: Bund-Länder-Finanzen |frequenzy: 1
NamedEntity-Organisation: CDU-Wahlprogramm |frequenzy: 1
NamedEntity-Organisation: Deutsche Institut für Menschenrechte  |frequenzy: 1
NamedEntity-Organisation: ägyptische Nationalmannschaft |frequenzy: 1
NamedEntity-Organisation: Berliner Kita- und Grundschulkinder |frequenzy: 1
NamedEntity-Organisation: Europäischen Union für Entwicklungsländer |frequenzy: 1
NamedEntity-Organisation: G-7-Gruppe |frequenzy: 1
NamedEntity-Organisation: Deutsche Stiftung Patientenschutz |frequenzy: 1
NamedEntity-Organisation: EU-Romantikern |frequenzy: 1
NamedEntity-Organisation: Buchwesen |frequenzy: 1
NamedEntity-Organisation: Einziehen der Steuerschulden |frequenzy: 1
NamedEntity-Organisation: Unser Parlament |frequenzy: 1
NamedEntity-Organisation: Liebe Frau Minister! |frequenzy: 1
NamedEntity-Organisation: Gegner! |frequenzy: 1
NamedEntity-Organisation: Aktienkurs |frequenzy: 1
NamedEntity-Organisation: Europahymne |frequenzy: 1
NamedEntity-Organisation: Unicorns! |frequenzy: 1
NamedEntity-Organisation: Sozialistische Linke |frequenzy: 1
NamedEntity-Organisation: Bundesminister Horst Seehofer |frequenzy: 1
NamedEntity-Organisation: Pflegepersonals für bürokratische Formalien |frequenzy: 1
NamedEntity-Organisation: BMF-Steuerabteilung |frequenzy: 1
NamedEntity-Organisation: RadomskiAlexander |frequenzy: 1
NamedEntity-Organisation: AK Wirtschaft der Linken |frequenzy: 1
NamedEntity-Organisation: Mietwagen |frequenzy: 1
NamedEntity-Organisation: Verlagsgesellschaft Madsack KG |frequenzy: 1
NamedEntity-Organisation: Technischen Hilfswerks |frequenzy: 1
NamedEntity-Organisation: die grünen Klimatologen |frequenzy: 1
NamedEntity-Organisation: FORM |frequenzy: 1
NamedEntity-Organisation: Brandenburgischen! |frequenzy: 1
NamedEntity-Organisation: Ihres Außenministers |frequenzy: 1
NamedEntity-Organisation: XY |frequenzy: 1
NamedEntity-Organisation: LKÄ-Chefs |frequenzy: 1
NamedEntity-Organisation: Verkehrsminister Ramsauer |frequenzy: 1
NamedEntity-Organisation: Mittagessens in das Paket |frequenzy: 1
NamedEntity-Organisation: DUH-Subventionsminister |frequenzy: 1
NamedEntity-Organisation: Hessischen Landesvertretung |frequenzy: 1
NamedEntity-Organisation: TARGET-Forderung |frequenzy: 1
NamedEntity-Organisation: links“ Die |frequenzy: 1
NamedEntity-Organisation: Bundesverteidigungsministerium |frequenzy: 1
NamedEntity-Organisation: Kopftuchzwangund Deutschland |frequenzy: 1
NamedEntity-Organisation: Gabriele Hiller-Ohm |frequenzy: 1
NamedEntity-Organisation: IG BCE |frequenzy: 1
NamedEntity-Organisation: UN-Menschenrechtskommission |frequenzy: 1
NamedEntity-Organisation: ChristineAschenberg-DugnusFDPChristine Aschenberg-Dugnus |frequenzy: 1
NamedEntity-Organisation: Außen-, Entwicklungs-, Sicherheits- |frequenzy: 1
NamedEntity-Organisation: EON |frequenzy: 1
NamedEntity-Organisation: BAFzA |frequenzy: 1
NamedEntity-Organisation: RehbergJosef |frequenzy: 1
NamedEntity-Organisation: Pflegeethik Initiative Deutschland e   |frequenzy: 1
NamedEntity-Organisation: Elektromobilität Millionen von Arbeitsplätzen |frequenzy: 1
NamedEntity-Organisation: Oje! |frequenzy: 1
NamedEntity-Organisation: UNESCO |frequenzy: 1
NamedEntity-Organisation: schwarz-grünen Regierung |frequenzy: 1
NamedEntity-Organisation: Russland! |frequenzy: 1
NamedEntity-Organisation: Europäischen Sozialcharta |frequenzy: 1
NamedEntity-Organisation: Kinderkram |frequenzy: 1
NamedEntity-Organisation: Deutschem Ärzteblatt |frequenzy: 1
NamedEntity-Organisation: Märkischen Allgemeinen Zeitung |frequenzy: 1
NamedEntity-Organisation: deutschen Werten |frequenzy: 1
NamedEntity-Organisation: Bundesverwaltungsamtes |frequenzy: 1
NamedEntity-Organisation: SPD-Konzept |frequenzy: 1
NamedEntity-Organisation: österreichischen Präsidentschaft |frequenzy: 1
NamedEntity-Organisation: Institut für Zeitgeschichte |frequenzy: 1
NamedEntity-Organisation: Nationalen Industriestrategie |frequenzy: 1
NamedEntity-Organisation: Kompetenzfeld Wirtschaft |frequenzy: 1
NamedEntity-Organisation: Zersetzungsmaßnahmen |frequenzy: 1
NamedEntity-Organisation: Bundesministerium für Familie |frequenzy: 1
NamedEntity-Organisation: VN-Sicherheitsratsresolution |frequenzy: 1
NamedEntity-Organisation: Fallschwertmaschine |frequenzy: 1
NamedEntity-Organisation: Parken auf |frequenzy: 1
NamedEntity-Organisation: Organisation von Ganztagskonzepten |frequenzy: 1
NamedEntity-Organisation: Uni Köln |frequenzy: 1
NamedEntity-Organisation: EU-Eigenmittelsystem |frequenzy: 1
NamedEntity-Organisation: MdBs |frequenzy: 1
NamedEntity-Organisation: Bürokratiedschungels |frequenzy: 1
NamedEntity-Organisation: Machiavelli |frequenzy: 1
NamedEntity-Organisation: EU-Autokraten |frequenzy: 1
NamedEntity-Organisation: Bahamas Leaks |frequenzy: 1
NamedEntity-Organisation: Zweckoptimismus |frequenzy: 1
NamedEntity-Organisation: EU-Protektorat |frequenzy: 1
NamedEntity-Organisation: Ausbildungsmission |frequenzy: 1
NamedEntity-Organisation: Post Folgendes |frequenzy: 1
NamedEntity-Organisation: CVM |frequenzy: 1
NamedEntity-Organisation: NATO-Osterweiterung |frequenzy: 1
NamedEntity-Organisation: NATO-Ländern |frequenzy: 1
NamedEntity-Organisation: europäischen Institutionen |frequenzy: 1
NamedEntity-Organisation: LeutertStefan LiebichDr |frequenzy: 1
NamedEntity-Organisation: OWiG |frequenzy: 1
NamedEntity-Organisation: SPD-Bundeskanzler |frequenzy: 1
NamedEntity-Organisation: Presserat |frequenzy: 1
NamedEntity-Organisation: chaotischer Organisation |frequenzy: 1
NamedEntity-Organisation: Schüleraustausch! |frequenzy: 1
NamedEntity-Organisation: Häme |frequenzy: 1
NamedEntity-Organisation: Grundsatz Ihres Antrags |frequenzy: 1
NamedEntity-Organisation: Banken-Finanzierungsgremium |frequenzy: 1
NamedEntity-Organisation: Rüstungsschmiede |frequenzy: 1
NamedEntity-Organisation: AG |frequenzy: 1
NamedEntity-Organisation: Europäischem Gerichtshof für Menschenrechte |frequenzy: 1
NamedEntity-Organisation: Finanzminister Steinbrück |frequenzy: 1
NamedEntity-Organisation: Nuclear Balance“  |frequenzy: 1
NamedEntity-Organisation: EU-Beihilferecht |frequenzy: 1
NamedEntity-Organisation: EU-Agrarproduzenten |frequenzy: 1
NamedEntity-Organisation: Unterausschusses Globale Gesundheit |frequenzy: 1
NamedEntity-Organisation: Europäischen Forstinstituts |frequenzy: 1
NamedEntity-Organisation: Stark-WatzingerDr |frequenzy: 1
NamedEntity-Organisation: BMW-Fahrer |frequenzy: 1
NamedEntity-Organisation: HassundHetze |frequenzy: 1
NamedEntity-Organisation: Dudenredaktion |frequenzy: 1
NamedEntity-Organisation: UN-Ausgaben |frequenzy: 1
NamedEntity-Organisation: Hufe! |frequenzy: 1
NamedEntity-Organisation: Darlehensschuld |frequenzy: 1
NamedEntity-Organisation: Herrn Aggelidis |frequenzy: 1
NamedEntity-Organisation: Bundesverband Deutscher Zeitungsverleger |frequenzy: 1
NamedEntity-Organisation: Tarifbindung! |frequenzy: 1
NamedEntity-Organisation: MVZ-Ketten |frequenzy: 1
NamedEntity-Organisation: VN-Friedensmissionen |frequenzy: 1
NamedEntity-Organisation: Militärgeschichtlichen Forschungsamts |frequenzy: 1
NamedEntity-Organisation: Landesbank Baden-Württemberg |frequenzy: 1
NamedEntity-Organisation: temporär |frequenzy: 1
NamedEntity-Organisation: Bundeswehr Streitkräfte |frequenzy: 1
NamedEntity-Organisation: Organisation von Information |frequenzy: 1
NamedEntity-Organisation: Mein Kollege Luksic |frequenzy: 1
NamedEntity-Organisation: BWI |frequenzy: 1
NamedEntity-Organisation: Verband für das Jahr 2020 |frequenzy: 1
NamedEntity-Organisation: EU-Eigenmittelbeschluss |frequenzy: 1
NamedEntity-Organisation: Unnötig! |frequenzy: 1
NamedEntity-Organisation: Militär! |frequenzy: 1
NamedEntity-Organisation: Erdogan-Regime |frequenzy: 1
NamedEntity-Organisation: EU-Urheberrecht |frequenzy: 1
NamedEntity-Organisation: Indymedia tut |frequenzy: 1
NamedEntity-Organisation: Tourismusbeirat |frequenzy: 1
NamedEntity-Organisation: Wunderbare Lösung! |frequenzy: 1
NamedEntity-Organisation: Erdogans Wort |frequenzy: 1
NamedEntity-Organisation: schwarz-gelbe Regierung |frequenzy: 1
NamedEntity-Organisation: Prokon |frequenzy: 1
NamedEntity-Organisation: Kosten – Integrationsbericht |frequenzy: 1
NamedEntity-Organisation: Kommission konsequent |frequenzy: 1
NamedEntity-Organisation: SED-Bürokratensprache |frequenzy: 1
NamedEntity-Organisation: Glyphosat! |frequenzy: 1
NamedEntity-Organisation: Zeit real |frequenzy: 1
NamedEntity-Organisation: somalischen Küste |frequenzy: 1
NamedEntity-Organisation: Naval Group |frequenzy: 1
NamedEntity-Organisation: US-Botschaft |frequenzy: 1
NamedEntity-Organisation: Ersten Parlamentarischen Geschäftsführers |frequenzy: 1
NamedEntity-Organisation: Deutsche Pfandbriefe |frequenzy: 1
NamedEntity-Organisation: Bürokratiehürden |frequenzy: 1
NamedEntity-Organisation: finanzieren – |frequenzy: 1
NamedEntity-Organisation: HP |frequenzy: 1
