NamedEntity-Organisation: CDU |frequenzy: 5237
NamedEntity-Organisation: Naturschutzbund NABU |frequenzy: 1
NamedEntity-Organisation: Karlspreis |frequenzy: 1
NamedEntity-Organisation: Bundesverband der Windenergie |frequenzy: 1
NamedEntity-Organisation: Testlabors |frequenzy: 1
NamedEntity-Organisation: Amprion |frequenzy: 1
NamedEntity-Organisation: Kindergeldes! |frequenzy: 1
NamedEntity-Organisation: Zollpräferenzen! |frequenzy: 1
NamedEntity-Organisation: Koalitionsfraktionen CDU/CSU |frequenzy: 1
NamedEntity-Organisation: RAF-Anwalt |frequenzy: 1
NamedEntity-Organisation: Berliner Grünen |frequenzy: 1
NamedEntity-Organisation: UN-Leitprinzipien |frequenzy: 1
NamedEntity-Organisation: Pro Polizei Wetzlar |frequenzy: 1
NamedEntity-Organisation: Ryanair! |frequenzy: 1
NamedEntity-Organisation: Annexionspläne für |frequenzy: 1
NamedEntity-Organisation: Pro-Kopf-Nettogeldvermögen! |frequenzy: 1
NamedEntity-Organisation: New Deal à la Brüssel |frequenzy: 1
NamedEntity-Organisation: Hochschulrektorenkonferenz |frequenzy: 1
NamedEntity-Organisation: Verfassungsgerichtshof |frequenzy: 1
NamedEntity-Organisation: christlich-orthodoxen Kirche |frequenzy: 1
NamedEntity-Organisation: AfD Respekt |frequenzy: 1
NamedEntity-Organisation: Fälle Amthor |frequenzy: 1
NamedEntity-Organisation: International Security Assistance Force |frequenzy: 1
NamedEntity-Organisation: Omnibus-Richtlinie |frequenzy: 1
NamedEntity-Organisation: Gesellschaft insgesamt Hilfe |frequenzy: 1
NamedEntity-Organisation: Dublin-­Rückführungen |frequenzy: 1
NamedEntity-Organisation: CDU-Kanzler |frequenzy: 1
NamedEntity-Organisation: Bundesbehörde Deutscher Wetterdienst |frequenzy: 1
NamedEntity-Organisation: Forderungshöhe |frequenzy: 1
NamedEntity-Organisation: Unfairer |frequenzy: 1
NamedEntity-Organisation: Fachhochschule für öffentliche Verwaltung |frequenzy: 1
NamedEntity-Organisation: deutsche Bundesbank |frequenzy: 1
NamedEntity-Organisation: Kommunen Antworten |frequenzy: 1
NamedEntity-Organisation: Gesellschaft zum Computertomografen |frequenzy: 1
NamedEntity-Organisation: NS-Lebensraumideologie |frequenzy: 1
NamedEntity-Organisation: Black History Month |frequenzy: 1
NamedEntity-Organisation: Balance of Paymentsist |frequenzy: 1
NamedEntity-Organisation: Gesundheitsminister Seehofer |frequenzy: 1
NamedEntity-Organisation: Pandemie Außerordentliches |frequenzy: 1
NamedEntity-Organisation: Gutes Essen |frequenzy: 1
NamedEntity-Organisation: Jaguar |frequenzy: 1
NamedEntity-Organisation: UN-Binding-Treaty-Initiative |frequenzy: 1
NamedEntity-Organisation: Afrika-Säule |frequenzy: 1
NamedEntity-Organisation: Krankenhausbetreibern |frequenzy: 1
NamedEntity-Organisation: Rat der Stadt Düsseldorf |frequenzy: 1
NamedEntity-Organisation: Union Verantwortung |frequenzy: 1
NamedEntity-Organisation: Christliche Nächstenliebe |frequenzy: 1
NamedEntity-Organisation: RechtsgrundlageSicherheitslücken |frequenzy: 1
NamedEntity-Organisation: Fehmarnbelt-Querung |frequenzy: 1
NamedEntity-Organisation: Employment and Skills |frequenzy: 1
NamedEntity-Organisation: Haushalterische |frequenzy: 1
NamedEntity-Organisation: Ifo |frequenzy: 1
NamedEntity-Organisation: Teil der Stadtentwicklung |frequenzy: 1
NamedEntity-Organisation: Aufenthalt |frequenzy: 1
NamedEntity-Organisation: EU-Fazilität |frequenzy: 1
NamedEntity-Organisation: Anbieterverbände |frequenzy: 1
NamedEntity-Organisation: Linken skandalös |frequenzy: 1
NamedEntity-Organisation: Notice and take down“-Verfahren |frequenzy: 1
NamedEntity-Organisation: Bank ja |frequenzy: 1
NamedEntity-Organisation: Akademische |frequenzy: 1
NamedEntity-Organisation: Taliban Abdul Ghani Baradar |frequenzy: 1
NamedEntity-Organisation: Neue Regierung |frequenzy: 1
NamedEntity-Organisation: Schmuddelkindern |frequenzy: 1
NamedEntity-Organisation: ESF-Mittel |frequenzy: 1
NamedEntity-Organisation: Kamil |frequenzy: 1
NamedEntity-Organisation: Wirtschaftserfolg Deutschlands |frequenzy: 1
NamedEntity-Organisation: Subsidiaritätsprinzip – Selbstverständlich |frequenzy: 1
NamedEntity-Organisation: Jagdwild |frequenzy: 1
NamedEntity-Organisation: EU-Hürde |frequenzy: 1
NamedEntity-Organisation: Arbeiterinnen und Arbeitern |frequenzy: 1
NamedEntity-Organisation: EU-Strategie |frequenzy: 1
NamedEntity-Organisation: Minderungsziele |frequenzy: 1
NamedEntity-Organisation: SPD Für |frequenzy: 1
NamedEntity-Organisation: Europäischen Gerichtshofs  |frequenzy: 1
NamedEntity-Organisation: AfD Ihrem Ruf |frequenzy: 1
NamedEntity-Organisation: Organisation des Gemeinsamen Terrorabwehrzentrums |frequenzy: 1
NamedEntity-Organisation: Mitterrand |frequenzy: 1
NamedEntity-Organisation: BMI-Haushalt |frequenzy: 1
NamedEntity-Organisation: Wirtschaft für Menschenrechte |frequenzy: 1
NamedEntity-Organisation: SPD-Schatzmeisterin |frequenzy: 1
NamedEntity-Organisation: wem |frequenzy: 1
NamedEntity-Organisation: PG |frequenzy: 1
NamedEntity-Organisation: Nationalen Stelle konkret |frequenzy: 1
NamedEntity-Organisation: verklären „Next Generation |frequenzy: 1
NamedEntity-Organisation: Verbraucherzentrale Bundesverband für absolut kompetent |frequenzy: 1
NamedEntity-Organisation: Migrationsberatungszentrum |frequenzy: 1
NamedEntity-Organisation: dafür!2021 |frequenzy: 1
NamedEntity-Organisation: DVB-Vorstand |frequenzy: 1
NamedEntity-Organisation: Sahrauis Frustration |frequenzy: 1
NamedEntity-Organisation: VW-Werk Kassel |frequenzy: 1
NamedEntity-Organisation: EU-Aktivitäten |frequenzy: 1
NamedEntity-Organisation: TdL |frequenzy: 1
NamedEntity-Organisation: E-Tretroller |frequenzy: 1
NamedEntity-Organisation: EU-Gerichtsurteil |frequenzy: 1
NamedEntity-Organisation: Keule |frequenzy: 1
NamedEntity-Organisation: Pech |frequenzy: 1
NamedEntity-Organisation: derAusschreibung |frequenzy: 1
NamedEntity-Organisation: Strombasierte |frequenzy: 1
NamedEntity-Organisation: Disziplinarvorgesetzten |frequenzy: 1
NamedEntity-Organisation: Frankfurter Rat der Religionen |frequenzy: 1
NamedEntity-Organisation: Deutsche Telekom für die Verlegung |frequenzy: 1
NamedEntity-Organisation: UNESCO-Generalkonferenz |frequenzy: 1
NamedEntity-Organisation: Mission der Vereinten Nationen im Südsudan |frequenzy: 1
NamedEntity-Organisation: Europäischen Strukturfonds – EFRE  |frequenzy: 1
NamedEntity-Organisation: SPD-Verkehrsministern legal |frequenzy: 1
NamedEntity-Organisation: Schutzstatus |frequenzy: 1
NamedEntity-Organisation: Gesellschaft der DDR |frequenzy: 1
NamedEntity-Organisation: Agentur für Innovationen |frequenzy: 1
NamedEntity-Organisation: Obdachlosenhilfe Bayern |frequenzy: 1
NamedEntity-Organisation: ukrainischen Arbeiterinnen |frequenzy: 1
NamedEntity-Organisation: Wohnungs- und Gewerbeimmobilienmärkten |frequenzy: 1
NamedEntity-Organisation: OVCW-Referenzlabore |frequenzy: 1
NamedEntity-Organisation: Trilog-Verfahrens |frequenzy: 1
NamedEntity-Organisation: Vereinigung der Freien Medien |frequenzy: 1
NamedEntity-Organisation: Zuschauertribünen! |frequenzy: 1
NamedEntity-Organisation: Data Governance |frequenzy: 1
NamedEntity-Organisation: Bundesverband Bildender Künstlerinnen und Künstler |frequenzy: 1
NamedEntity-Organisation: Fürsorge |frequenzy: 1
NamedEntity-Organisation: Hamas Israel |frequenzy: 1
NamedEntity-Organisation: Syrien de Mistura |frequenzy: 1
NamedEntity-Organisation: Unterausschusses Europarecht |frequenzy: 1
NamedEntity-Organisation: Universität Durham |frequenzy: 1
NamedEntity-Organisation: Deutschen Bahn Reisenden |frequenzy: 1
NamedEntity-Organisation: Regelungswahn der Europäischen Union |frequenzy: 1
NamedEntity-Organisation: Bundesministerium für Forschung |frequenzy: 1
NamedEntity-Organisation: Hilfswerke |frequenzy: 1
NamedEntity-Organisation: KI-Gesetz |frequenzy: 1
NamedEntity-Organisation: Bundesministerium für Recht“  |frequenzy: 1
NamedEntity-Organisation: EU-Vereinbarkeitsrichtlinie |frequenzy: 1
NamedEntity-Organisation: Agentur für Sprunginnovationen! |frequenzy: 1
NamedEntity-Organisation: europäischen Finanzrahmens |frequenzy: 1
NamedEntity-Organisation: Coronavirus-Epidemie |frequenzy: 1
NamedEntity-Organisation: HPI Schul-Cloud |frequenzy: 1
NamedEntity-Organisation: Egal ob Polizei |frequenzy: 1
NamedEntity-Organisation: EU-Haushaltsrahmen |frequenzy: 1
NamedEntity-Organisation: Wegduckens |frequenzy: 1
NamedEntity-Organisation: Programm „Jugend erinnert“ ist mehrjährig |frequenzy: 1
NamedEntity-Organisation: Kohle- und Stahlbereich |frequenzy: 1
NamedEntity-Organisation: Testkits |frequenzy: 1
NamedEntity-Organisation: Energie- und Klimawende |frequenzy: 1
NamedEntity-Organisation: Covestro |frequenzy: 1
NamedEntity-Organisation: Luft- und Raumfahrt |frequenzy: 1
NamedEntity-Organisation: Lebensrealität der Betroffenen |frequenzy: 1
NamedEntity-Organisation: ISG |frequenzy: 1
NamedEntity-Organisation: europäischen Bankenabwicklungsfonds SRF |frequenzy: 1
NamedEntity-Organisation: Tag für uns |frequenzy: 1
NamedEntity-Organisation: SMS-Nachrichten |frequenzy: 1
NamedEntity-Organisation: Deutschen tut |frequenzy: 1
NamedEntity-Organisation: Programm Saubere Luft“ |frequenzy: 1
NamedEntity-Organisation: Europäischen Union Frankreich |frequenzy: 1
NamedEntity-Organisation: ­Guido Westerwelle |frequenzy: 1
NamedEntity-Organisation: Turbo-Virus |frequenzy: 1
NamedEntity-Organisation: Centrum für Hochschulentwicklung |frequenzy: 1
NamedEntity-Organisation: Tram und Lastenfahrrädernin |frequenzy: 1
NamedEntity-Organisation: Zentrum der internationalen Ordnung |frequenzy: 1
NamedEntity-Organisation: Ex-Kanzler |frequenzy: 1
NamedEntity-Organisation: Zeit der Grünen Woche |frequenzy: 1
NamedEntity-Organisation: Voilà! |frequenzy: 1
NamedEntity-Organisation: Akkus |frequenzy: 1
NamedEntity-Organisation: Nationale Forschungsdateninfrastruktur von 25 |frequenzy: 1
NamedEntity-Organisation: Impfskeptizismus Vorschub |frequenzy: 1
NamedEntity-Organisation: reisenRose |frequenzy: 1
NamedEntity-Organisation: Bundesfinanzminister Scholz |frequenzy: 1
NamedEntity-Organisation: Ehrenamt geben Kindern, Jugendlichen und Senioren |frequenzy: 1
NamedEntity-Organisation: Bundespolizei Hand |frequenzy: 1
NamedEntity-Organisation: Freistellungsmöglichkeiten für Ehrenamtliche, die Herr Mayer |frequenzy: 1
NamedEntity-Organisation: GroKo falle |frequenzy: 1
NamedEntity-Organisation: Bediensteten des Bundes |frequenzy: 1
NamedEntity-Organisation: dieTatsache |frequenzy: 1
NamedEntity-Organisation: Tschüs! |frequenzy: 1
NamedEntity-Organisation: AfD wiederbelebt – Ich |frequenzy: 1
NamedEntity-Organisation: IVFP |frequenzy: 1
NamedEntity-Organisation: Verfassungsschutzbericht! |frequenzy: 1
NamedEntity-Organisation: WBK |frequenzy: 1
NamedEntity-Organisation: Contergandesasters |frequenzy: 1
NamedEntity-Organisation: Rabatt |frequenzy: 1
NamedEntity-Organisation: ‑viele Gründe |frequenzy: 1
NamedEntity-Organisation: Leverkusener Rheinbrücke |frequenzy: 1
NamedEntity-Organisation: Indiana Jones |frequenzy: 1
NamedEntity-Organisation: Lutze |frequenzy: 1
NamedEntity-Organisation: organisierter Kriminalität |frequenzy: 1
NamedEntity-Organisation: Genting Hong Kong |frequenzy: 1
NamedEntity-Organisation: IT-Dienstleistern |frequenzy: 1
NamedEntity-Organisation: Zeit Deutschlands |frequenzy: 1
NamedEntity-Organisation: The Nature Conservacy |frequenzy: 1
NamedEntity-Organisation: EU-Pakets |frequenzy: 1
NamedEntity-Organisation: Coronakosten |frequenzy: 1
NamedEntity-Organisation: EU Abhilfe |frequenzy: 1
NamedEntity-Organisation: Fahrbahnlänge |frequenzy: 1
NamedEntity-Organisation: Coworking Spaces |frequenzy: 1
NamedEntity-Organisation: EU-Gurkenkrümmung |frequenzy: 1
NamedEntity-Organisation: Raumschaft Idlib |frequenzy: 1
NamedEntity-Organisation: BGH-Richter |frequenzy: 1
NamedEntity-Organisation: Desinformations-Superspreader |frequenzy: 1
NamedEntity-Organisation: GroKo-Sicht |frequenzy: 1
NamedEntity-Organisation: SPD Das Wohngeld |frequenzy: 1
NamedEntity-Organisation: K-UTEC |frequenzy: 1
NamedEntity-Organisation: Zeit für taktische Spielchen |frequenzy: 1
NamedEntity-Organisation: Forums Recht  |frequenzy: 1
NamedEntity-Organisation: Straßburger Gerichtshof |frequenzy: 1
NamedEntity-Organisation: Gesellschaft die Versprechen |frequenzy: 1
NamedEntity-Organisation: Kommunalen Konferenz Alter und Pflege |frequenzy: 1
NamedEntity-Organisation: Europas Handlungsfähigkeit |frequenzy: 1
NamedEntity-Organisation: Universität Hohenheim |frequenzy: 1
NamedEntity-Organisation: Bodenqualität |frequenzy: 1
NamedEntity-Organisation: Großmufti |frequenzy: 1
NamedEntity-Organisation: Berufsfeuerwehr |frequenzy: 1
NamedEntity-Organisation: Post, Telekom und Bahn |frequenzy: 1
NamedEntity-Organisation: Herren „Der Spiegel |frequenzy: 1
NamedEntity-Organisation: Pandemie für die Menschen in unserem Land |frequenzy: 1
NamedEntity-Organisation: DDR-Kultur |frequenzy: 1
NamedEntity-Organisation: Institut für Friedensforschung und Sicherheitspolitik |frequenzy: 1
NamedEntity-Organisation: Satire!  |frequenzy: 1
NamedEntity-Organisation: Ladeinfrastruktur für E-Autos |frequenzy: 1
NamedEntity-Organisation: US-Truppenreduzierung |frequenzy: 1
NamedEntity-Organisation: DB Netz AG |frequenzy: 1
NamedEntity-Organisation: Mutterpartei |frequenzy: 1
NamedEntity-Organisation: SPD-Bundesvorsitzende |frequenzy: 1
NamedEntity-Organisation: Deutsche Zentrum für integrative Biodiversitätsforschung |frequenzy: 1
NamedEntity-Organisation: Sana Kliniken |frequenzy: 1
NamedEntity-Organisation: VfL Wolfsburg |frequenzy: 1
NamedEntity-Organisation: schüren –  |frequenzy: 1
NamedEntity-Organisation: RFID-Chips |frequenzy: 1
NamedEntity-Organisation: Euro-Rettungsinstitutionen |frequenzy: 1
NamedEntity-Organisation: Onlinepranger für Lehrerinnen |frequenzy: 1
NamedEntity-Organisation: Gesellschaft als Ganzes  |frequenzy: 1
NamedEntity-Organisation: Hochschule Koblenz |frequenzy: 1
NamedEntity-Organisation: Deutschlands Markenkern |frequenzy: 1
NamedEntity-Organisation: seien – Meine Damen |frequenzy: 1
NamedEntity-Organisation: CDU-Ministerpräsident |frequenzy: 1
NamedEntity-Organisation: Rettungspaketes |frequenzy: 1
NamedEntity-Organisation: Kranken- und Sterbebett |frequenzy: 1
NamedEntity-Organisation: Resolute-Support-Mandats der NATO |frequenzy: 1
NamedEntity-Organisation: desRats |frequenzy: 1
NamedEntity-Organisation: Europäischen Parlaments von Rat |frequenzy: 1
NamedEntity-Organisation: Joint Audit |frequenzy: 1
NamedEntity-Organisation: christlichen Menschenbildes |frequenzy: 1
NamedEntity-Organisation: Bundesministeriums für Finanzen |frequenzy: 1
NamedEntity-Organisation: Lehmann-Müller |frequenzy: 1
NamedEntity-Organisation: Entwicklungshaushalts |frequenzy: 1
NamedEntity-Organisation: Internationale Rotkreuz- und Rothalbmond-Bewegung |frequenzy: 1
NamedEntity-Organisation: EU-Förderung |frequenzy: 1
NamedEntity-Organisation: Wortlaut des Normtextes |frequenzy: 1
NamedEntity-Organisation: Riss |frequenzy: 1
NamedEntity-Organisation: S&K |frequenzy: 1
NamedEntity-Organisation: europäische Schulden- und Haftungsunion |frequenzy: 1
NamedEntity-Organisation: Heimatbundesland Brandenburg |frequenzy: 1
NamedEntity-Organisation: Union jedes Jahr |frequenzy: 1
NamedEntity-Organisation: SPD-CDU |frequenzy: 1
NamedEntity-Organisation: Außen‑ |frequenzy: 1
NamedEntity-Organisation: Teilhabestärkungsgesetzes Abhilfe |frequenzy: 1
NamedEntity-Organisation: Wand fährt“ Meine Damen und Herren |frequenzy: 1
NamedEntity-Organisation: Zeit des Übergangs |frequenzy: 1
NamedEntity-Organisation: Bad Hersfelder Festspiele |frequenzy: 1
NamedEntity-Organisation: Zentrum der deutschen Iran-Politik |frequenzy: 1
NamedEntity-Organisation: bayerische AfD |frequenzy: 1
NamedEntity-Organisation: TU Dresden |frequenzy: 1
NamedEntity-Organisation: Frankfurter Allgemeinen Zeitung“,den |frequenzy: 1
NamedEntity-Organisation: College Kids |frequenzy: 1
NamedEntity-Organisation: Investment-Bank |frequenzy: 1
NamedEntity-Organisation: Institut für Finanzdienstleistungen e  V  |frequenzy: 1
NamedEntity-Organisation: KSK-Soldaten |frequenzy: 1
NamedEntity-Organisation: Uni Göteborg |frequenzy: 1
NamedEntity-Organisation: Industri­alisierung |frequenzy: 1
NamedEntity-Organisation: NO x |frequenzy: 1
NamedEntity-Organisation: HERA |frequenzy: 1
NamedEntity-Organisation: EU-Abgeordnete |frequenzy: 1
NamedEntity-Organisation: Suchhunde |frequenzy: 1
NamedEntity-Organisation: Gerichtshof für Menschenrechte |frequenzy: 1
NamedEntity-Organisation: RAF Mehr |frequenzy: 1
NamedEntity-Organisation: Zentrums für Betriebswirtschaft |frequenzy: 1
NamedEntity-Organisation: 8-Rücklagen-Milliarden |frequenzy: 1
NamedEntity-Organisation: Meiers |frequenzy: 1
NamedEntity-Organisation: NS-Kunstraubs |frequenzy: 1
NamedEntity-Organisation: UN Watch |frequenzy: 1
NamedEntity-Organisation: Vereins der Direktversicherungsgeschädigten |frequenzy: 1
NamedEntity-Organisation: Parlamentarische Staatssekretär Silberhorn |frequenzy: 1
NamedEntity-Organisation: Scrabble |frequenzy: 1
NamedEntity-Organisation: Länderrisiken |frequenzy: 1
NamedEntity-Organisation: Schlachtfeldern Flanderns |frequenzy: 1
NamedEntity-Organisation: EUTM-Engagement |frequenzy: 1
NamedEntity-Organisation: FDP-nahe Stiftung |frequenzy: 1
NamedEntity-Organisation: EU-Steueroasen |frequenzy: 1
NamedEntity-Organisation: IPCC Geschlechtergleichheit |frequenzy: 1
NamedEntity-Organisation: Wunschkoalitionspartner der |frequenzy: 1
NamedEntity-Organisation: Schülerjobs |frequenzy: 1
NamedEntity-Organisation: terroristische Organisation |frequenzy: 1
NamedEntity-Organisation: Plattformmarktplätzen |frequenzy: 1
NamedEntity-Organisation: NATO Vielen |frequenzy: 1
NamedEntity-Organisation: Minderjährigen |frequenzy: 1
NamedEntity-Organisation: HIS GmbH |frequenzy: 1
NamedEntity-Organisation: Staatssicherheit der DDR |frequenzy: 1
NamedEntity-Organisation: Einweg-Kunststofftragetaschen |frequenzy: 1
NamedEntity-Organisation: PDS-Bundestagsfraktion |frequenzy: 1
NamedEntity-Organisation: Deine Puppe |frequenzy: 1
NamedEntity-Organisation: Jugoslawiennimmt |frequenzy: 1
NamedEntity-Organisation: Kleiner Funfact |frequenzy: 1
NamedEntity-Organisation: JuniorAkademien |frequenzy: 1
NamedEntity-Organisation: Jüdischen Allgemeinen“  |frequenzy: 1
NamedEntity-Organisation: Stiftung Warentest 2013 |frequenzy: 1
NamedEntity-Organisation: EU-Kompromiss |frequenzy: 1
NamedEntity-Organisation: europäischen Forschungsraums |frequenzy: 1
NamedEntity-Organisation: UN-Verhandlungen |frequenzy: 1
NamedEntity-Organisation: Deutschlands Wasserhaushalt |frequenzy: 1
NamedEntity-Organisation: PsP |frequenzy: 1
NamedEntity-Organisation: Junge Union Hamburg |frequenzy: 1
NamedEntity-Organisation: SPD-Karriereristen |frequenzy: 1
NamedEntity-Organisation: Zerlegebereiche |frequenzy: 1
NamedEntity-Organisation: Lohn-/Einkommen- |frequenzy: 1
NamedEntity-Organisation: Paranoia |frequenzy: 1
NamedEntity-Organisation: EU-Fachminister |frequenzy: 1
NamedEntity-Organisation: Maul“ Die |frequenzy: 1
NamedEntity-Organisation: Debattierens |frequenzy: 1
NamedEntity-Organisation: ausgeschlossen;denn |frequenzy: 1
NamedEntity-Organisation: Accenture |frequenzy: 1
NamedEntity-Organisation: Terrorcamp |frequenzy: 1
NamedEntity-Organisation: NATO Enhanced Forward Presence |frequenzy: 1
NamedEntity-Organisation: PR-Knallhartprogramm |frequenzy: 1
NamedEntity-Organisation: Ex-Wirtschaftsweise |frequenzy: 1
NamedEntity-Organisation: BAföG Digital |frequenzy: 1
NamedEntity-Organisation: FDP-Staatssekretär |frequenzy: 1
NamedEntity-Organisation: PreView |frequenzy: 1
NamedEntity-Organisation: PEFC |frequenzy: 1
NamedEntity-Organisation: Agraretats des Bundes |frequenzy: 1
NamedEntity-Organisation: Bundeskultusministerium |frequenzy: 1
NamedEntity-Organisation: Kommission von Ursula von der Leyen |frequenzy: 1
NamedEntity-Organisation: Bundesanzeiger Verlag bzw  DuMont |frequenzy: 1
NamedEntity-Organisation: ESM Griechenland |frequenzy: 1
NamedEntity-Organisation: Souverän! |frequenzy: 1
NamedEntity-Organisation: Hausaufgaben!Danke |frequenzy: 1
NamedEntity-Organisation: Nationale Reflexe |frequenzy: 1
NamedEntity-Organisation: Vermieters |frequenzy: 1
NamedEntity-Organisation: Oijoijoi |frequenzy: 1
NamedEntity-Organisation: Handwerksverbänden |frequenzy: 1
NamedEntity-Organisation: ÖPP-Projekte |frequenzy: 1
NamedEntity-Organisation: Geschäftsordnungsdebatte |frequenzy: 1
NamedEntity-Organisation: NS-Jargon |frequenzy: 1
NamedEntity-Organisation: Kornblumen |frequenzy: 1
NamedEntity-Organisation: Die Grünen Dr  Anna Christmann |frequenzy: 1
NamedEntity-Organisation: Deutsche Zentrum für Altersfragen |frequenzy: 1
NamedEntity-Organisation: Türkei Energieeffizienz |frequenzy: 1
NamedEntity-Organisation: Die Grünen und Linke |frequenzy: 1
NamedEntity-Organisation: with many |frequenzy: 1
NamedEntity-Organisation: Großmächtepolitik dia­gnostiziert |frequenzy: 1
NamedEntity-Organisation: Ausbildungsinstitut |frequenzy: 1
NamedEntity-Organisation: Jugend der Elite |frequenzy: 1
NamedEntity-Organisation: Politkowskaja |frequenzy: 1
NamedEntity-Organisation: Motivation Ihres Arbeitsministers |frequenzy: 1
NamedEntity-Organisation: EckhardtRehbergCDU |frequenzy: 1
NamedEntity-Organisation: Die Grünen bei Gegenstimmen |frequenzy: 1
NamedEntity-Organisation: Pakete |frequenzy: 1
NamedEntity-Organisation: Finanzplatzes Frankfurt |frequenzy: 1
NamedEntity-Organisation: Union für die Zusammenarbeit |frequenzy: 1
NamedEntity-Organisation: Begriffes ‚ |frequenzy: 1
NamedEntity-Organisation: ESM-Mitgliedsländer |frequenzy: 1
NamedEntity-Organisation: USA Russland |frequenzy: 1
NamedEntity-Organisation: Partei der Grünen |frequenzy: 1
NamedEntity-Organisation: Kommission für alle Mitgliedstaaten |frequenzy: 1
NamedEntity-Organisation: Frauenvereinen |frequenzy: 1
NamedEntity-Organisation: OLAF |frequenzy: 1
NamedEntity-Organisation: Transitland |frequenzy: 1
NamedEntity-Organisation: Mittelhöhe |frequenzy: 1
NamedEntity-Organisation: Wirtschaftspolitikerinnen |frequenzy: 1
NamedEntity-Organisation: Brandner! |frequenzy: 1
NamedEntity-Organisation: Stasi-Antonio-Stiftung |frequenzy: 1
NamedEntity-Organisation: Anne Frank Zentrum |frequenzy: 1
NamedEntity-Organisation: niederländische Parlament |frequenzy: 1
NamedEntity-Organisation: Hitlerjugend |frequenzy: 1
NamedEntity-Organisation: OPCW-Regime |frequenzy: 1
NamedEntity-Organisation: Wissenschaft beherzter |frequenzy: 1
NamedEntity-Organisation: Agentur für Desinformation |frequenzy: 1
NamedEntity-Organisation: ATD |frequenzy: 1
NamedEntity-Organisation: Rational |frequenzy: 1
NamedEntity-Organisation: CSU-Fraktion Ihnen |frequenzy: 1
NamedEntity-Organisation: Hagelschlag |frequenzy: 1
NamedEntity-Organisation: Gemeinschaft der Wohneigentümer |frequenzy: 1
NamedEntity-Organisation: ÖPNV-Kombinats |frequenzy: 1
NamedEntity-Organisation: Organisation für Innovation |frequenzy: 1
NamedEntity-Organisation: Organisation der Islamischen Konferenz |frequenzy: 1
NamedEntity-Organisation: Allianz für Menschenrechte, Tier- und Naturschutz |frequenzy: 1
NamedEntity-Organisation: Sonderschule für Lernbehinderte“,besucht |frequenzy: 1
NamedEntity-Organisation: Bund und Kommunen |frequenzy: 1
NamedEntity-Organisation: Deutsch Umsiedlung |frequenzy: 1
NamedEntity-Organisation: SchneiderUwe |frequenzy: 1
NamedEntity-Organisation: Verteidigungshaushalt für das Jahr 2020 |frequenzy: 1
NamedEntity-Organisation: Bundeskanzlerin letztes Jahr |frequenzy: 1
NamedEntity-Organisation: Gesellschaft und Arbeit |frequenzy: 1
NamedEntity-Organisation: US-Kapitalmarkt |frequenzy: 1
NamedEntity-Organisation: Uni Bochum |frequenzy: 1
NamedEntity-Organisation: Europäischen Institutionen |frequenzy: 1
NamedEntity-Organisation: Den Brexit |frequenzy: 1
NamedEntity-Organisation: Kompetenzwirrwarr |frequenzy: 1
NamedEntity-Organisation: Zero Emission |frequenzy: 1
NamedEntity-Organisation: Hohen Arbeitsgruppe für Sicherheitspolitik |frequenzy: 1
NamedEntity-Organisation: Miet- und Eigentumspreise |frequenzy: 1
NamedEntity-Organisation: Who’s Who |frequenzy: 1
NamedEntity-Organisation: ASP-Monitoring |frequenzy: 1
NamedEntity-Organisation: Bundes für ihre Arbeit |frequenzy: 1
NamedEntity-Organisation: britischen Bürger |frequenzy: 1
NamedEntity-Organisation: Euro-Mediterrane Partnerschaft |frequenzy: 1
NamedEntity-Organisation: Liqui Moly |frequenzy: 1
NamedEntity-Organisation: Seite - |frequenzy: 1
NamedEntity-Organisation: Bunt­heit der Deutschen |frequenzy: 1
NamedEntity-Organisation: Tag für eine ziemliche Entgleisung |frequenzy: 1
NamedEntity-Organisation: HerrenDie Frugal Four – die Niederlande |frequenzy: 1
NamedEntity-Organisation: NISS |frequenzy: 1
NamedEntity-Organisation: Parlamentarische Staatssekretär Krings |frequenzy: 1
NamedEntity-Organisation: Mehrwertsteuer für Zugreisende |frequenzy: 1
NamedEntity-Organisation: Institut für Technische Gebäudeausrüstung Dresden |frequenzy: 1
NamedEntity-Organisation: Staatschefs Reden |frequenzy: 1
NamedEntity-Organisation: Produktes Bahn |frequenzy: 1
NamedEntity-Organisation: ETS- |frequenzy: 1
NamedEntity-Organisation: Dornröschens Wiege |frequenzy: 1
NamedEntity-Organisation: Deutschen Landfrauenverbandes |frequenzy: 1
NamedEntity-Organisation: Zentrum für Friedenseinsätze |frequenzy: 1
NamedEntity-Organisation: NS-Stigmatisierung |frequenzy: 1
NamedEntity-Organisation: Sie Counter Daesh |frequenzy: 1
NamedEntity-Organisation: Cluster für innovative Medizin |frequenzy: 1
NamedEntity-Organisation: Raps |frequenzy: 1
NamedEntity-Organisation: Indien Entsprechendes |frequenzy: 1
NamedEntity-Organisation: Rettungsschirme ESM |frequenzy: 1
NamedEntity-Organisation: Ernährungspolitischen Berichtes |frequenzy: 1
NamedEntity-Organisation: Schufa! |frequenzy: 1
NamedEntity-Organisation: West |frequenzy: 1
NamedEntity-Organisation: Pandemie der Bundesregierung |frequenzy: 1
NamedEntity-Organisation: Bundes für die Kommunen |frequenzy: 1
NamedEntity-Organisation: Erste Liga |frequenzy: 1
NamedEntity-Organisation: Deutschen Fußballbundes |frequenzy: 1
NamedEntity-Organisation: Soldaten! |frequenzy: 1
