Speaker = Carsten Schneider

The Speaker: Carsten Schneider had used the following VERBS: sein | frequency: 496
The Speaker: Carsten Schneider had used the following VERBS: leistungsorientiert | frequency: 1
The Speaker: Carsten Schneider had used the following VERBS: schenken | frequency: 1
The Speaker: Carsten Schneider had used the following VERBS: einräumen | frequency: 1
The Speaker: Carsten Schneider had used the following VERBS: veröffentlichen | frequency: 1
The Speaker: Carsten Schneider had used the following VERBS: anschauen | frequency: 1
The Speaker: Carsten Schneider had used the following VERBS: Hören | frequency: 1
The Speaker: Carsten Schneider had used the following VERBS: passt | frequency: 1
The Speaker: Carsten Schneider had used the following VERBS: zugestehen | frequency: 1
The Speaker: Carsten Schneider had used the following VERBS: verbreiten | frequency: 1
The Speaker: Carsten Schneider had used the following VERBS: auffallen | frequency: 1
The Speaker: Carsten Schneider had used the following VERBS: hinstellen | frequency: 1
The Speaker: Carsten Schneider had used the following VERBS: ergeben | frequency: 1
The Speaker: Carsten Schneider had used the following VERBS: praktizieren | frequency: 1
The Speaker: Carsten Schneider had used the following VERBS: zuschlagen | frequency: 1
The Speaker: Carsten Schneider had used the following VERBS: betreten | frequency: 1
The Speaker: Carsten Schneider had used the following VERBS: tritt | frequency: 1
The Speaker: Carsten Schneider had used the following VERBS: zurückweisen | frequency: 1
The Speaker: Carsten Schneider had used the following VERBS: beschreiten | frequency: 1
The Speaker: Carsten Schneider had used the following VERBS: ankommen | frequency: 1
The Speaker: Carsten Schneider had used the following VERBS: hängen | frequency: 1
The Speaker: Carsten Schneider had used the following VERBS: leiden | frequency: 1
The Speaker: Carsten Schneider had used the following VERBS: kämpfen | frequency: 1
The Speaker: Carsten Schneider had used the following VERBS: Ebert | frequency: 1
The Speaker: Carsten Schneider had used the following VERBS: kleinmachen | frequency: 1
The Speaker: Carsten Schneider had used the following VERBS: vorkommen | frequency: 1
The Speaker: Carsten Schneider had used the following VERBS: zurückziehen | frequency: 1
The Speaker: Carsten Schneider had used the following VERBS: beschimpfen | frequency: 1
The Speaker: Carsten Schneider had used the following VERBS: verkehren | frequency: 1
The Speaker: Carsten Schneider had used the following VERBS: einschüchtern | frequency: 1
The Speaker: Carsten Schneider had used the following VERBS: kleiden | frequency: 1
The Speaker: Carsten Schneider had used the following VERBS: danke | frequency: 1
The Speaker: Carsten Schneider had used the following VERBS: unterschreiben | frequency: 1
The Speaker: Carsten Schneider had used the following VERBS: tanzen | frequency: 1
The Speaker: Carsten Schneider had used the following VERBS: erwecken | frequency: 1
The Speaker: Carsten Schneider had used the following VERBS: dagegengestellt | frequency: 1
The Speaker: Carsten Schneider had used the following VERBS: wecken | frequency: 1
The Speaker: Carsten Schneider had used the following VERBS: anbieten | frequency: 1
The Speaker: Carsten Schneider had used the following VERBS: zusagen | frequency: 1
The Speaker: Carsten Schneider had used the following VERBS: erzählen | frequency: 1
The Speaker: Carsten Schneider had used the following VERBS: holen | frequency: 1
The Speaker: Carsten Schneider had used the following VERBS: hineinzufabulieren | frequency: 1
The Speaker: Carsten Schneider had used the following VERBS: reichen | frequency: 1
The Speaker: Carsten Schneider had used the following VERBS: stattdessen | frequency: 1
The Speaker: Carsten Schneider had used the following VERBS: eintragen | frequency: 1
The Speaker: Carsten Schneider had used the following VERBS: überlegen | frequency: 1
The Speaker: Carsten Schneider had used the following VERBS: ersparen | frequency: 1
The Speaker: Carsten Schneider had used the following VERBS: ausfallen | frequency: 1
The Speaker: Carsten Schneider had used the following VERBS: konstituieren | frequency: 1
The Speaker: Carsten Schneider had used the following VERBS: übertragen | frequency: 1
The Speaker: Carsten Schneider had used the following VERBS: hinfahren | frequency: 1
The Speaker: Carsten Schneider had used the following VERBS: sterben | frequency: 1
The Speaker: Carsten Schneider had used the following VERBS: Kampf | frequency: 1
The Speaker: Carsten Schneider had used the following VERBS: zustehen | frequency: 1
The Speaker: Carsten Schneider had used the following VERBS: federn | frequency: 1
The Speaker: Carsten Schneider had used the following VERBS: verwechseln | frequency: 1
The Speaker: Carsten Schneider had used the following VERBS: wünsche | frequency: 1
The Speaker: Carsten Schneider had used the following VERBS: aufmachen | frequency: 1
The Speaker: Carsten Schneider had used the following VERBS: entwickeln | frequency: 1
The Speaker: Carsten Schneider had used the following VERBS: regelbasiert | frequency: 1
The Speaker: Carsten Schneider had used the following VERBS: gefährden | frequency: 1
The Speaker: Carsten Schneider had used the following VERBS: entpuppen | frequency: 1
The Speaker: Carsten Schneider had used the following VERBS: wagen | frequency: 1
The Speaker: Carsten Schneider had used the following VERBS: zurückgehen | frequency: 1
The Speaker: Carsten Schneider had used the following VERBS: zuhören | frequency: 1
The Speaker: Carsten Schneider had used the following VERBS: zählen | frequency: 1
The Speaker: Carsten Schneider had used the following VERBS: befreien | frequency: 1
The Speaker: Carsten Schneider had used the following VERBS: festschreiben | frequency: 1
The Speaker: Carsten Schneider had used the following VERBS: ausrechnen | frequency: 1
The Speaker: Carsten Schneider had used the following VERBS: denken | frequency: 1
The Speaker: Carsten Schneider had used the following VERBS: verschleppen | frequency: 1
The Speaker: Carsten Schneider had used the following VERBS: betrachten | frequency: 1
The Speaker: Carsten Schneider had used the following VERBS: reihen | frequency: 1
The Speaker: Carsten Schneider had used the following VERBS: Zugestimmt | frequency: 1
The Speaker: Carsten Schneider had used the following VERBS: sicherstellen | frequency: 1
The Speaker: Carsten Schneider had used the following VERBS: rückabwickeln | frequency: 1
The Speaker: Carsten Schneider had used the following VERBS: stoppen | frequency: 1
The Speaker: Carsten Schneider had used the following VERBS: hierherkommen | frequency: 1
The Speaker: Carsten Schneider had used the following VERBS: korrigieren | frequency: 1
The Speaker: Carsten Schneider had used the following VERBS: bedauern | frequency: 1
The Speaker: Carsten Schneider had used the following VERBS: vornehm | frequency: 1
The Speaker: Carsten Schneider had used the following VERBS: fliegen | frequency: 1
The Speaker: Carsten Schneider had used the following VERBS: scheitern | frequency: 1
The Speaker: Carsten Schneider had used the following VERBS: wohnen | frequency: 1
The Speaker: Carsten Schneider had used the following VERBS: fördern | frequency: 1
The Speaker: Carsten Schneider had used the following VERBS: herum | frequency: 1
The Speaker: Carsten Schneider had used the following VERBS: lache | frequency: 1
The Speaker: Carsten Schneider had used the following VERBS: verharmlosen | frequency: 1
The Speaker: Carsten Schneider had used the following VERBS: Würde | frequency: 1
The Speaker: Carsten Schneider had used the following VERBS: versorgen | frequency: 1
The Speaker: Carsten Schneider had used the following VERBS: enden | frequency: 1
The Speaker: Carsten Schneider had used the following VERBS: folgen | frequency: 1
The Speaker: Carsten Schneider had used the following VERBS: vermuten | frequency: 1
The Speaker: Carsten Schneider had used the following VERBS: Entlasten | frequency: 1
The Speaker: Carsten Schneider had used the following VERBS: bereitstellen | frequency: 1
The Speaker: Carsten Schneider had used the following VERBS: umtreiben | frequency: 1
The Speaker: Carsten Schneider had used the following VERBS: zurückschauen | frequency: 1
The Speaker: Carsten Schneider had used the following VERBS: verkleinern | frequency: 1
The Speaker: Carsten Schneider had used the following VERBS: erbringen | frequency: 1
The Speaker: Carsten Schneider had used the following VERBS: zurollen | frequency: 1
The Speaker: Carsten Schneider had used the following VERBS: beeindrucken | frequency: 1
The Speaker: Carsten Schneider had used the following VERBS: erfüllen | frequency: 1
The Speaker: Carsten Schneider had used the following VERBS: genießen | frequency: 1
The Speaker: Carsten Schneider had used the following VERBS: eingehen | frequency: 1
The Speaker: Carsten Schneider had used the following VERBS: dar | frequency: 1
The Speaker: Carsten Schneider had used the following VERBS: aufgreifen | frequency: 1
The Speaker: Carsten Schneider had used the following VERBS: explodieren | frequency: 1
The Speaker: Carsten Schneider had used the following VERBS: zeichnen | frequency: 1
The Speaker: Carsten Schneider had used the following VERBS: betreiben | frequency: 1
The Speaker: Carsten Schneider had used the following VERBS: abbilden | frequency: 1
The Speaker: Carsten Schneider had used the following VERBS: beglücken | frequency: 1
The Speaker: Carsten Schneider had used the following VERBS: umgehen | frequency: 1
The Speaker: Carsten Schneider had used the following VERBS: überfordern | frequency: 1
The Speaker: Carsten Schneider had used the following VERBS: favorisiert | frequency: 1
The Speaker: Carsten Schneider had used the following VERBS: Hört | frequency: 1
The Speaker: Carsten Schneider had used the following VERBS: unterziehen | frequency: 1
The Speaker: Carsten Schneider had used the following VERBS: marschieren | frequency: 1
The Speaker: Carsten Schneider had used the following VERBS: flunkern | frequency: 1
The Speaker: Carsten Schneider had used the following VERBS: angehören | frequency: 1
The Speaker: Carsten Schneider had used the following VERBS: beteuern | frequency: 1
The Speaker: Carsten Schneider had used the following VERBS: verpflichten | frequency: 1
The Speaker: Carsten Schneider had used the following VERBS: brauche | frequency: 1
The Speaker: Carsten Schneider had used the following VERBS: aufstehen | frequency: 1
The Speaker: Carsten Schneider had used the following VERBS: Ware | frequency: 1
The Speaker: Carsten Schneider had used the following VERBS: missbraucht | frequency: 1
The Speaker: Carsten Schneider had used the following VERBS: überein | frequency: 1
The Speaker: Carsten Schneider had used the following VERBS: gucken | frequency: 1
The Speaker: Carsten Schneider had used the following VERBS: regieren | frequency: 1
The Speaker: Carsten Schneider had used the following VERBS: eröffnen | frequency: 1
The Speaker: Carsten Schneider had used the following VERBS: erledigen | frequency: 1
The Speaker: Carsten Schneider had used the following VERBS: beseitigen | frequency: 1
The Speaker: Carsten Schneider had used the following VERBS: entgegenkommen | frequency: 1
The Speaker: Carsten Schneider had used the following VERBS: einschlagen | frequency: 1
The Speaker: Carsten Schneider had used the following VERBS: ausscheiden | frequency: 1
The Speaker: Carsten Schneider had used the following VERBS: infrage | frequency: 1
The Speaker: Carsten Schneider had used the following VERBS: verfallen | frequency: 1
The Speaker: Carsten Schneider had used the following VERBS: fassen | frequency: 1
The Speaker: Carsten Schneider had used the following VERBS: durchlaufen | frequency: 1
The Speaker: Carsten Schneider had used the following VERBS: einigen | frequency: 1
The Speaker: Carsten Schneider had used the following VERBS: lernen | frequency: 1
The Speaker: Carsten Schneider had used the following VERBS: verwenden | frequency: 1
The Speaker: Carsten Schneider had used the following VERBS: schildern | frequency: 1
The Speaker: Carsten Schneider had used the following VERBS: verpasst | frequency: 1
The Speaker: Carsten Schneider had used the following VERBS: rechnen | frequency: 1
The Speaker: Carsten Schneider had used the following VERBS: malen | frequency: 1
The Speaker: Carsten Schneider had used the following VERBS: überzeugen | frequency: 1
The Speaker: Carsten Schneider had used the following VERBS: plappern | frequency: 1
The Speaker: Carsten Schneider had used the following VERBS: zukommen | frequency: 1
The Speaker: Carsten Schneider had used the following VERBS: herzugehen | frequency: 1
The Speaker: Carsten Schneider had used the following VERBS: anrufen | frequency: 1
The Speaker: Carsten Schneider had used the following VERBS: bestärken | frequency: 1
The Speaker: Carsten Schneider had used the following VERBS: ungebunden | frequency: 1
The Speaker: Carsten Schneider had used the following VERBS: auszeichnen | frequency: 1
The Speaker: Carsten Schneider had used the following VERBS: anflehen | frequency: 1
The Speaker: Carsten Schneider had used the following VERBS: adressieren | frequency: 1
The Speaker: Carsten Schneider had used the following VERBS: vorliegen | frequency: 1
The Speaker: Carsten Schneider had used the following VERBS: treten | frequency: 1
The Speaker: Carsten Schneider had used the following VERBS: voranzutreiben | frequency: 1
The Speaker: Carsten Schneider had used the following VERBS: voraus | frequency: 1
The Speaker: Carsten Schneider had used the following VERBS: danken | frequency: 1
The Speaker: Carsten Schneider had used the following VERBS: besorgen | frequency: 1
The Speaker: Carsten Schneider had used the following VERBS: aufkommen | frequency: 1
The Speaker: Carsten Schneider had used the following VERBS: repräsentieren | frequency: 1
The Speaker: Carsten Schneider had used the following VERBS: entdecken | frequency: 1
The Speaker: Carsten Schneider had used the following VERBS: reglementiert | frequency: 1
The Speaker: Carsten Schneider had used the following VERBS: zusammenkommen | frequency: 1
The Speaker: Carsten Schneider had used the following VERBS: freisprechen | frequency: 1
The Speaker: Carsten Schneider had used the following VERBS: befristen | frequency: 1
The Speaker: Carsten Schneider had used the following VERBS: verschlagen | frequency: 1
The Speaker: Carsten Schneider had used the following VERBS: fliehen | frequency: 1
The Speaker: Carsten Schneider had used the following VERBS: bedurft | frequency: 1
The Speaker: Carsten Schneider had used the following VERBS: besitzen | frequency: 1
The Speaker: Carsten Schneider had used the following VERBS: gründen | frequency: 1
The Speaker: Carsten Schneider had used the following VERBS: auferlegen | frequency: 1
The Speaker: Carsten Schneider had used the following VERBS: fasse | frequency: 1
The Speaker: Carsten Schneider had used the following VERBS: stabilisieren | frequency: 1
The Speaker: Carsten Schneider had used the following VERBS: bewahren | frequency: 1
The Speaker: Carsten Schneider had used the following VERBS: abfärben | frequency: 1
The Speaker: Carsten Schneider had used the following VERBS: fort | frequency: 1
The Speaker: Carsten Schneider had used the following VERBS: retten | frequency: 1
The Speaker: Carsten Schneider had used the following VERBS: zerstören | frequency: 1
The Speaker: Carsten Schneider had used the following VERBS: Verloren | frequency: 1
The Speaker: Carsten Schneider had used the following VERBS: Klären | frequency: 1
The Speaker: Carsten Schneider had used the following VERBS: profitieren | frequency: 1
The Speaker: Carsten Schneider had used the following VERBS: informieren | frequency: 1
The Speaker: Carsten Schneider had used the following VERBS: diffamieren | frequency: 1
The Speaker: Carsten Schneider had used the following VERBS: vorsehen | frequency: 1
The Speaker: Carsten Schneider had used the following VERBS: eintreiben | frequency: 1
The Speaker: Carsten Schneider had used the following VERBS: einfordern | frequency: 1
The Speaker: Carsten Schneider had used the following VERBS: zollen | frequency: 1
The Speaker: Carsten Schneider had used the following VERBS: erlassen | frequency: 1
The Speaker: Carsten Schneider had used the following VERBS: zuschauen | frequency: 1
The Speaker: Carsten Schneider had used the following VERBS: eignen | frequency: 1
The Speaker: Carsten Schneider had used the following VERBS: wachen | frequency: 1
The Speaker: Carsten Schneider had used the following VERBS: weitermachen | frequency: 1
The Speaker: Carsten Schneider had used the following VERBS: erweitern | frequency: 1
The Speaker: Carsten Schneider had used the following VERBS: beharren | frequency: 1
The Speaker: Carsten Schneider had used the following VERBS: entwerten | frequency: 1
The Speaker: Carsten Schneider had used the following VERBS: wundern | frequency: 1
The Speaker: Carsten Schneider had used the following VERBS: wenden | frequency: 1
The Speaker: Carsten Schneider had used the following VERBS: wachsen | frequency: 1
The Speaker: Carsten Schneider had used the following VERBS: fallen | frequency: 1
The Speaker: Carsten Schneider had used the following VERBS: beschmieren | frequency: 1
The Speaker: Carsten Schneider had used the following VERBS: heiß | frequency: 1
The Speaker: Carsten Schneider had used the following VERBS: klammern | frequency: 1
The Speaker: Carsten Schneider had used the following VERBS: vorantreiben | frequency: 1
The Speaker: Carsten Schneider had used the following VERBS: tauschen | frequency: 1
The Speaker: Carsten Schneider had used the following VERBS: verfolgen | frequency: 1
The Speaker: Carsten Schneider had used the following VERBS: ausbleiben | frequency: 1
The Speaker: Carsten Schneider had used the following VERBS: klauen | frequency: 1
The Speaker: Carsten Schneider had used the following VERBS: attestieren | frequency: 1
The Speaker: Carsten Schneider had used the following VERBS: Stimmt | frequency: 1
The Speaker: Carsten Schneider had used the following VERBS: aufarbeiten | frequency: 1
The Speaker: Carsten Schneider had used the following VERBS: zurück | frequency: 1
The Speaker: Carsten Schneider had used the following VERBS: gestalten | frequency: 1
The Speaker: Carsten Schneider had used the following VERBS: scheuen | frequency: 1
The Speaker: Carsten Schneider had used the following VERBS: aufsetzen | frequency: 1
The Speaker: Carsten Schneider had used the following VERBS: besprechen | frequency: 1
The Speaker: Carsten Schneider had used the following VERBS: einlösen | frequency: 1
The Speaker: Carsten Schneider had used the following VERBS: beruhigen | frequency: 1
The Speaker: Carsten Schneider had used the following VERBS: stilllegen | frequency: 1
The Speaker: Carsten Schneider had used the following VERBS: überspringen | frequency: 1
The Speaker: Carsten Schneider had used the following VERBS: brüsten | frequency: 1
The Speaker: Carsten Schneider had used the following VERBS: untersuchen | frequency: 1
The Speaker: Carsten Schneider had used the following VERBS: erschweren | frequency: 1
The Speaker: Carsten Schneider had used the following VERBS: ringen | frequency: 1
The Speaker: Carsten Schneider had used the following VERBS: strukturieren | frequency: 1
The Speaker: Carsten Schneider had used the following VERBS: landen | frequency: 1
The Speaker: Carsten Schneider had used the following VERBS: beschwören | frequency: 1
The Speaker: Carsten Schneider had used the following VERBS: herausgekommen | frequency: 1
The Speaker: Carsten Schneider had used the following VERBS: verweigern | frequency: 1
The Speaker: Carsten Schneider had used the following VERBS: aufschreiben | frequency: 1
The Speaker: Carsten Schneider had used the following VERBS: vorfahren | frequency: 1
The Speaker: Carsten Schneider had used the following VERBS: klipp | frequency: 1
The Speaker: Carsten Schneider had used the following VERBS: überleiten | frequency: 1
The Speaker: Carsten Schneider had used the following VERBS: versehen | frequency: 1
The Speaker: Carsten Schneider had used the following VERBS: bahnen | frequency: 1
The Speaker: Carsten Schneider had used the following VERBS: überholen | frequency: 1
The Speaker: Carsten Schneider had used the following VERBS: weg | frequency: 1
The Speaker: Carsten Schneider had used the following VERBS: hinaus | frequency: 1
The Speaker: Carsten Schneider had used the following VERBS: hineinführen | frequency: 1
The Speaker: Carsten Schneider had used the following VERBS: gehören | frequency: 1
The Speaker: Carsten Schneider had used the following VERBS: angeben | frequency: 1
The Speaker: Carsten Schneider had used the following VERBS: Wolle | frequency: 1
The Speaker: Carsten Schneider had used the following VERBS: ausbauen | frequency: 1
The Speaker: Carsten Schneider had used the following VERBS: weitergehen | frequency: 1
The Speaker: Carsten Schneider had used the following VERBS: strotzen | frequency: 1
The Speaker: Carsten Schneider had used the following VERBS: kontrollieren | frequency: 1
The Speaker: Carsten Schneider had used the following VERBS: einig | frequency: 1
The Speaker: Carsten Schneider had used the following VERBS: demokratisieren | frequency: 1
The Speaker: Carsten Schneider had used the following VERBS: moralisieren | frequency: 1
The Speaker: Carsten Schneider had used the following VERBS: verüben | frequency: 1
The Speaker: Carsten Schneider had used the following VERBS: abschneiden | frequency: 1
The Speaker: Carsten Schneider had used the following VERBS: herumgedoktert | frequency: 1
The Speaker: Carsten Schneider had used the following VERBS: verstecken | frequency: 1
The Speaker: Carsten Schneider had used the following VERBS: gebeten | frequency: 1
The Speaker: Carsten Schneider had used the following VERBS: vorgeben | frequency: 1
The Speaker: Carsten Schneider had used the following VERBS: auseinander | frequency: 1
The Speaker: Carsten Schneider had used the following VERBS: erziehen | frequency: 1
The Speaker: Carsten Schneider had used the following VERBS: beurteilen | frequency: 1
The Speaker: Carsten Schneider had used the following VERBS: aufräumen | frequency: 1
The Speaker: Carsten Schneider had used the following VERBS: basieren | frequency: 1
The Speaker: Carsten Schneider had used the following VERBS: aufpassen | frequency: 1
The Speaker: Carsten Schneider had used the following VERBS: bündeln | frequency: 1
The Speaker: Carsten Schneider had used the following VERBS: erkennen | frequency: 1
The Speaker: Carsten Schneider had used the following VERBS: agieren | frequency: 1
The Speaker: Carsten Schneider had used the following VERBS: melden | frequency: 1
The Speaker: Carsten Schneider had used the following VERBS: anhören | frequency: 1
The Speaker: Carsten Schneider had used the following VERBS: befragen | frequency: 1
The Speaker: Carsten Schneider had used the following VERBS: präsentieren | frequency: 1
The Speaker: Carsten Schneider had used the following VERBS: bewirken | frequency: 1
The Speaker: Carsten Schneider had used the following VERBS: stehen;denn | frequency: 1
The Speaker: Carsten Schneider had used the following VERBS: weiterfahren | frequency: 1
The Speaker: Carsten Schneider had used the following VERBS: verabschieden | frequency: 1
The Speaker: Carsten Schneider had used the following VERBS: gebären | frequency: 1
The Speaker: Carsten Schneider had used the following VERBS: loben | frequency: 1
The Speaker: Carsten Schneider had used the following VERBS: ausschließen | frequency: 1
The Speaker: Carsten Schneider had used the following VERBS: ansehen | frequency: 1
The Speaker: Carsten Schneider had used the following VERBS: verletzen | frequency: 1
The Speaker: Carsten Schneider had used the following VERBS: durchhören | frequency: 1
The Speaker: Carsten Schneider had used the following VERBS: begleiten | frequency: 1
The Speaker: Carsten Schneider had used the following VERBS: schröpfen | frequency: 1
The Speaker: Carsten Schneider had used the following VERBS: aussprechen | frequency: 1
The Speaker: Carsten Schneider had used the following VERBS: drehen | frequency: 1
The Speaker: Carsten Schneider had used the following VERBS: legitimieren | frequency: 1
The Speaker: Carsten Schneider had used the following VERBS: Mache | frequency: 1
The Speaker: Carsten Schneider had used the following VERBS: werben | frequency: 1
The Speaker: Carsten Schneider had used the following VERBS: rücken | frequency: 1
The Speaker: Carsten Schneider had used the following VERBS: parken | frequency: 1
The Speaker: Carsten Schneider had used the following VERBS: FriedrichStraetmannsDIE | frequency: 1
The Speaker: Carsten Schneider had used the following VERBS: provozieren | frequency: 1
The Speaker: Carsten Schneider had used the following VERBS: darstellen | frequency: 1
The Speaker: Carsten Schneider had used the following VERBS: interessieren | frequency: 1
